sum:493889,dvd:0
sum:1208975,dvd:715086
sum:1221473,dvd:12498
sum:1586685,dvd:365212
sum:1807126,dvd:220441
sum:2340818,dvd:533692
sum:2378382,dvd:37564
sum:2580187,dvd:201805
sum:2873915,dvd:293728
sum:3253130,dvd:379215
sum:3629747,dvd:376617
sum:3844450,dvd:214703
sum:3892892,dvd:48442
sum:4096112,dvd:203220
sum:4491061,dvd:394949
sum:4727975,dvd:236914
sum:4847103,dvd:119128
sum:5625086,dvd:777983
sum:6462061,dvd:836975
sum:6611369,dvd:149308
sum:6907129,dvd:295760
sum:7478801,dvd:571672
sum:7517829,dvd:39028
sum:8085855,dvd:568026
sum:8235596,dvd:149741
sum:8330090,dvd:94494
sum:8420872,dvd:90782
sum:8512968,dvd:92096
sum:8684419,dvd:171451
sum:8770200,dvd:85781
sum:9504369,dvd:734169
sum:9631684,dvd:127315
sum:9976959,dvd:345275
sum:9988416,dvd:11457
sum:10055381,dvd:66965
sum:10101215,dvd:45834
sum:10158182,dvd:56967
sum:10186818,dvd:28636
sum:10551722,dvd:364904
sum:10735960,dvd:184238
sum:10951687,dvd:215727
sum:11170863,dvd:219176
sum:12194395,dvd:1023532
sum:12255331,dvd:60936
sum:12985280,dvd:729949
sum:13053495,dvd:68215
sum:13511176,dvd:457681
sum:13805397,dvd:294221
sum:13805419,dvd:22
sum:13892192,dvd:86773
sum:13964350,dvd:72158
sum:14719238,dvd:754888
sum:15142027,dvd:422789
sum:15443222,dvd:301195
sum:16041671,dvd:598449
sum:16527181,dvd:485510
sum:16655901,dvd:128720
sum:17719130,dvd:1063229
sum:18252408,dvd:533278
sum:18615375,dvd:362967
sum:19248442,dvd:633067
sum:20639655,dvd:1391213
sum:20981350,dvd:341695
sum:22454600,dvd:1473250
sum:22744144,dvd:289544
sum:23676463,dvd:932319
sum:24254176,dvd:577713
sum:24500251,dvd:246075
sum:25368187,dvd:867936
sum:26130936,dvd:762749
sum:26315762,dvd:184826
sum:26967347,dvd:651585
sum:27087138,dvd:119791
sum:27229210,dvd:142072
sum:27269942,dvd:40732
sum:28190442,dvd:920500
sum:28794475,dvd:604033
sum:30055265,dvd:1260790
sum:30232020,dvd:176755
sum:30304205,dvd:72185
sum:30503161,dvd:198956
sum:30542292,dvd:39131
sum:30848132,dvd:305840
sum:31073054,dvd:224922
sum:31930571,dvd:857517
sum:32211927,dvd:281356
sum:32826334,dvd:614407
sum:33464985,dvd:638651
sum:33659441,dvd:194456
sum:33683572,dvd:24131
sum:34283193,dvd:599621
sum:34718716,dvd:435523
sum:35066251,dvd:347535
sum:35136568,dvd:70317
sum:36075182,dvd:938614
sum:36499270,dvd:424088
sum:36565008,dvd:65738
sum:38192536,dvd:1627528
sum:38254993,dvd:62457
sum:39289167,dvd:1034174
sum:39331370,dvd:42203
sum:40488207,dvd:1156837
sum:40842213,dvd:354006
sum:41092832,dvd:250619
sum:41097727,dvd:4895
sum:41440447,dvd:342720
sum:41758680,dvd:318233
sum:42648250,dvd:889570
sum:42810585,dvd:162335
sum:42920661,dvd:110076
sum:43518649,dvd:597988
sum:43971114,dvd:452465
sum:43996324,dvd:25210
sum:44594733,dvd:598409
sum:44617181,dvd:22448
sum:45324134,dvd:706953
sum:45572698,dvd:248564
sum:45617351,dvd:44653
sum:46810142,dvd:1192791
sum:46870057,dvd:59915
sum:46960584,dvd:90527
sum:47308648,dvd:348064
sum:47602242,dvd:293594
sum:48080886,dvd:478644
sum:48606407,dvd:525521
sum:48614914,dvd:8507
sum:48862218,dvd:247304
sum:48995775,dvd:133557
sum:49606248,dvd:610473
sum:49860374,dvd:254126
sum:49884622,dvd:24248
sum:50541005,dvd:656383
sum:50954674,dvd:413669
sum:51673927,dvd:719253
sum:52110238,dvd:436311
sum:52542786,dvd:432548
sum:52938736,dvd:395950
sum:53163258,dvd:224522
sum:53783678,dvd:620420
sum:54537323,dvd:753645
sum:55442358,dvd:905035
sum:55937091,dvd:494733
sum:56047601,dvd:110510
sum:56483523,dvd:435922
sum:56689055,dvd:205532
sum:57081686,dvd:392631
sum:57604871,dvd:523185
sum:57730618,dvd:125747
sum:58695263,dvd:964645
sum:58800398,dvd:105135
sum:59204242,dvd:403844
sum:60786255,dvd:1582013
sum:61729948,dvd:943693
sum:61950357,dvd:220409
sum:62937849,dvd:987492
sum:63594818,dvd:656969
sum:63758230,dvd:163412
sum:64390403,dvd:632173
sum:64935919,dvd:545516
sum:64995322,dvd:59403
sum:65582069,dvd:586747
sum:65745572,dvd:163503
sum:65985988,dvd:240416
sum:66676781,dvd:690793
sum:67063805,dvd:387024
sum:67427687,dvd:363882
sum:67453196,dvd:25509
sum:67656081,dvd:202885
sum:67977229,dvd:321148
sum:68238556,dvd:261327
sum:68737721,dvd:499165
sum:69186206,dvd:448485
sum:69977883,dvd:791677
sum:70344090,dvd:366207
sum:71305821,dvd:961731
sum:72120747,dvd:814926
sum:72416417,dvd:295670
sum:73092292,dvd:675875
sum:73387019,dvd:294727
sum:73653129,dvd:266110
sum:73936270,dvd:283141
sum:74726517,dvd:790247
sum:75728268,dvd:1001751
sum:76158554,dvd:430286
sum:76184830,dvd:26276
sum:76298831,dvd:114001
sum:76325916,dvd:27085
sum:76964625,dvd:638709
sum:77457496,dvd:492871
sum:77469703,dvd:12207
sum:77573707,dvd:104004
sum:77641979,dvd:68272
sum:77852426,dvd:210447
sum:78133972,dvd:281546
sum:78395738,dvd:261766
sum:78717872,dvd:322134
sum:78802715,dvd:84843
sum:78896080,dvd:93365
sum:79422142,dvd:526062
sum:80064284,dvd:642142
sum:80123094,dvd:58810
sum:80332567,dvd:209473
sum:81803854,dvd:1471287
sum:81925912,dvd:122058
sum:82247962,dvd:322050
sum:82331297,dvd:83335
sum:82926044,dvd:594747
sum:83019786,dvd:93742
sum:83251489,dvd:231703
sum:83965164,dvd:713675
sum:84239249,dvd:274085
sum:84898390,dvd:659141
sum:85054825,dvd:156435
sum:85488175,dvd:433350
sum:85525854,dvd:37679
sum:85737457,dvd:211603
sum:85834741,dvd:97284
sum:85944105,dvd:109364
sum:86781998,dvd:837893
sum:87392797,dvd:610799
sum:87761524,dvd:368727
sum:87930913,dvd:169389
sum:88133538,dvd:202625
sum:88312059,dvd:178521
sum:89275630,dvd:963571
sum:89735214,dvd:459584
sum:89940264,dvd:205050
sum:90217885,dvd:277621
sum:91157251,dvd:939366
sum:91397634,dvd:240383
sum:91542446,dvd:144812
sum:92383670,dvd:841224
sum:92505256,dvd:121586
sum:92522752,dvd:17496
sum:93313727,dvd:790975
sum:93544962,dvd:231235
sum:94167417,dvd:622455
sum:95353088,dvd:1185671
sum:95475604,dvd:122516
sum:95695622,dvd:220018
sum:96525608,dvd:829986
sum:96606295,dvd:80687
sum:96718237,dvd:111942
sum:97074859,dvd:356622
sum:98039649,dvd:964790
sum:98365091,dvd:325442
sum:99259532,dvd:894441
sum:99623766,dvd:364234
