sum:166275,dvd:0
sum:788571,dvd:622296
sum:935957,dvd:147386
sum:1254517,dvd:318560
sum:1921998,dvd:667481
sum:3045214,dvd:1123216
sum:3423067,dvd:377853
sum:4093166,dvd:670099
sum:4159206,dvd:66040
sum:4302190,dvd:142984
sum:4696072,dvd:393882
sum:4763607,dvd:67535
sum:5969310,dvd:1205703
sum:6487499,dvd:518189
sum:6709903,dvd:222404
sum:7268237,dvd:558334
sum:7531917,dvd:263680
sum:7901638,dvd:369721
sum:8261864,dvd:360226
sum:8482844,dvd:220980
sum:8670230,dvd:187386
sum:9311741,dvd:641511
sum:9742797,dvd:431056
sum:10116883,dvd:374086
sum:11279785,dvd:1162902
sum:11720687,dvd:440902
sum:12036187,dvd:315500
sum:12443559,dvd:407372
sum:13291919,dvd:848360
sum:13619772,dvd:327853
sum:13730276,dvd:110504
sum:14027915,dvd:297639
sum:14047099,dvd:19184
sum:15845743,dvd:1798644
sum:15936331,dvd:90588
sum:16294631,dvd:358300
sum:16588021,dvd:293390
sum:17477403,dvd:889382
sum:17575091,dvd:97688
sum:18082305,dvd:507214
sum:18201132,dvd:118827
sum:18918130,dvd:716998
sum:19031706,dvd:113576
sum:19087603,dvd:55897
sum:19333507,dvd:245904
sum:19780587,dvd:447080
sum:21348958,dvd:1568371
sum:21389994,dvd:41036
sum:21610267,dvd:220273
sum:21891956,dvd:281689
sum:22557525,dvd:665569
sum:23311189,dvd:753664
sum:23459586,dvd:148397
sum:23904718,dvd:445132
sum:24444638,dvd:539920
sum:24852797,dvd:408159
sum:25778308,dvd:925511
sum:25942633,dvd:164325
sum:27581439,dvd:1638806
sum:27665877,dvd:84438
sum:27671888,dvd:6011
sum:29493759,dvd:1821871
sum:30177352,dvd:683593
sum:30232999,dvd:55647
sum:30465308,dvd:232309
sum:30562844,dvd:97536
sum:31540770,dvd:977926
sum:32010379,dvd:469609
sum:32507966,dvd:497587
sum:32684205,dvd:176239
sum:33154564,dvd:470359
sum:33378540,dvd:223976
sum:33552931,dvd:174391
sum:33586770,dvd:33839
sum:33832184,dvd:245414
sum:33904354,dvd:72170
sum:34427726,dvd:523372
sum:35697622,dvd:1269896
sum:36480969,dvd:783347
sum:36512932,dvd:31963
sum:36964943,dvd:452011
sum:37037971,dvd:73028
sum:37884645,dvd:846674
sum:37949350,dvd:64705
sum:38649530,dvd:700180
sum:38758790,dvd:109260
sum:39253098,dvd:494308
sum:39626784,dvd:373686
sum:39781592,dvd:154808
sum:40629145,dvd:847553
sum:40867972,dvd:238827
sum:41182326,dvd:314354
sum:42191291,dvd:1008965
sum:42451230,dvd:259939
sum:42484917,dvd:33687
sum:43202030,dvd:717113
sum:43781532,dvd:579502
sum:43985891,dvd:204359
sum:44078133,dvd:92242
sum:44725198,dvd:647065
sum:44744063,dvd:18865
sum:45936361,dvd:1192298
sum:46085547,dvd:149186
sum:46482782,dvd:397235
sum:46631002,dvd:148220
sum:46796447,dvd:165445
sum:47155370,dvd:358923
sum:47178526,dvd:23156
sum:47816411,dvd:637885
sum:48168614,dvd:352203
sum:48675122,dvd:506508
sum:48697168,dvd:22046
sum:49370121,dvd:672953
sum:49443988,dvd:73867
sum:49505341,dvd:61353
sum:51624633,dvd:2119292
sum:52513257,dvd:888624
sum:52719667,dvd:206410
sum:52856415,dvd:136748
sum:53010791,dvd:154376
sum:53369335,dvd:358544
sum:53517365,dvd:148030
sum:53840262,dvd:322897
sum:54147504,dvd:307242
sum:54185824,dvd:38320
sum:54764912,dvd:579088
sum:55582133,dvd:817221
sum:55782505,dvd:200372
sum:55853496,dvd:70991
sum:55913523,dvd:60027
sum:56082490,dvd:168967
sum:56191902,dvd:109412
sum:56364603,dvd:172701
sum:56791135,dvd:426532
sum:57828964,dvd:1037829
sum:57907063,dvd:78099
sum:58925694,dvd:1018631
sum:58979766,dvd:54072
sum:59208134,dvd:228368
sum:59581983,dvd:373849
sum:59603325,dvd:21342
sum:59765417,dvd:162092
sum:61444995,dvd:1679578
sum:61553369,dvd:108374
sum:61584253,dvd:30884
sum:61688873,dvd:104620
sum:61702853,dvd:13980
sum:61843596,dvd:140743
sum:62167556,dvd:323960
sum:62549033,dvd:381477
sum:62786606,dvd:237573
sum:64848669,dvd:2062063
sum:65696064,dvd:847395
sum:66237845,dvd:541781
sum:66549852,dvd:312007
sum:67715038,dvd:1165186
sum:67782119,dvd:67081
sum:67782500,dvd:381
sum:67920697,dvd:138197
sum:68485230,dvd:564533
sum:70269000,dvd:1783770
sum:70588768,dvd:319768
sum:73004313,dvd:2415545
sum:73031992,dvd:27679
sum:73293396,dvd:261404
sum:73294260,dvd:864
sum:73467369,dvd:173109
sum:73734618,dvd:267249
sum:73826161,dvd:91543
sum:74496136,dvd:669975
sum:74809911,dvd:313775
sum:75062809,dvd:252898
