sum:464724,dvd:0
sum:1026920,dvd:562196
sum:1351121,dvd:324201
sum:1393581,dvd:42460
sum:1642314,dvd:248733
sum:1840663,dvd:198349
sum:1963563,dvd:122900
sum:2341571,dvd:378008
sum:2976253,dvd:634682
sum:4205336,dvd:1229083
sum:4694866,dvd:489530
sum:4897760,dvd:202894
sum:5424947,dvd:527187
sum:5869370,dvd:444423
sum:6170698,dvd:301328
sum:6931098,dvd:760400
sum:7381299,dvd:450201
sum:8165975,dvd:784676
sum:9299198,dvd:1133223
sum:9482975,dvd:183777
sum:10977079,dvd:1494104
sum:11281840,dvd:304761
sum:12198773,dvd:916933
sum:13245719,dvd:1046946
sum:14339163,dvd:1093444
sum:14859605,dvd:520442
sum:16395511,dvd:1535906
sum:16405373,dvd:9862
sum:16459100,dvd:53727
sum:16779523,dvd:320423
sum:16963474,dvd:183951
sum:17031947,dvd:68473
sum:18136217,dvd:1104270
sum:18397316,dvd:261099
sum:18546469,dvd:149153
sum:18563201,dvd:16732
sum:20964241,dvd:2401040
sum:21699130,dvd:734889
sum:22910194,dvd:1211064
sum:23372259,dvd:462065
sum:23892677,dvd:520418
sum:24371149,dvd:478472
sum:24825078,dvd:453929
sum:25186538,dvd:361460
sum:25193023,dvd:6485
sum:26112442,dvd:919419
sum:26485987,dvd:373545
sum:26545205,dvd:59218
sum:26874819,dvd:329614
sum:27078824,dvd:204005
sum:28531870,dvd:1453046
sum:29465095,dvd:933225
sum:31615239,dvd:2150144
sum:32082220,dvd:466981
sum:32440557,dvd:358337
sum:33217031,dvd:776474
sum:34092636,dvd:875605
sum:34123533,dvd:30897
sum:34846375,dvd:722842
sum:35462145,dvd:615770
sum:35971190,dvd:509045
sum:37610522,dvd:1639332
sum:39165745,dvd:1555223
sum:39981812,dvd:816067
sum:41135802,dvd:1153990
sum:41202327,dvd:66525
sum:41241854,dvd:39527
sum:41463361,dvd:221507
sum:41950702,dvd:487341
sum:43583695,dvd:1632993
sum:44722224,dvd:1138529
sum:44952161,dvd:229937
sum:45216214,dvd:264053
sum:45423330,dvd:207116
sum:47702451,dvd:2279121
sum:49278668,dvd:1576217
sum:50407705,dvd:1129037
sum:51540895,dvd:1133190
sum:51550667,dvd:9772
sum:51736004,dvd:185337
sum:51779329,dvd:43325
sum:52306984,dvd:527655
sum:52456531,dvd:149547
sum:52692443,dvd:235912
sum:53378807,dvd:686364
sum:54299911,dvd:921104
sum:54859047,dvd:559136
sum:55492638,dvd:633591
sum:55602492,dvd:109854
sum:55931144,dvd:328652
sum:56797069,dvd:865925
sum:56833933,dvd:36864
sum:57133118,dvd:299185
sum:57358657,dvd:225539
sum:57505590,dvd:146933
sum:58044531,dvd:538941
sum:58313134,dvd:268603
sum:60116790,dvd:1803656
sum:60304881,dvd:188091
sum:60364616,dvd:59735
sum:60464702,dvd:100086
sum:60594897,dvd:130195
sum:60974965,dvd:380068
sum:61033051,dvd:58086
sum:61161480,dvd:128429
sum:61191970,dvd:30490
sum:61499842,dvd:307872
sum:64360309,dvd:2860467
sum:67339254,dvd:2978945
sum:68159945,dvd:820691
sum:68636548,dvd:476603
sum:70109631,dvd:1473083
sum:71572519,dvd:1462888
sum:73538601,dvd:1966082
sum:74626106,dvd:1087505
sum:74753649,dvd:127543
sum:75251603,dvd:497954
sum:75579502,dvd:327899
sum:75774292,dvd:194790
sum:75819561,dvd:45269
sum:75992372,dvd:172811
sum:76315750,dvd:323378
sum:76565526,dvd:249776
sum:76583596,dvd:18070
sum:77251555,dvd:667959
sum:77740816,dvd:489261
sum:77829358,dvd:88542
sum:79398399,dvd:1569041
sum:79668314,dvd:269915
sum:81483689,dvd:1815375
sum:81620773,dvd:137084
sum:83488587,dvd:1867814
sum:83900907,dvd:412320
sum:84540521,dvd:639614
sum:84737811,dvd:197290
sum:85349082,dvd:611271
sum:86616069,dvd:1266987
sum:86933033,dvd:316964
sum:87721358,dvd:788325
sum:88369751,dvd:648393
sum:88918083,dvd:548332
sum:88979406,dvd:61323
sum:90072505,dvd:1093099
sum:91191726,dvd:1119221
sum:92045773,dvd:854047
sum:93606162,dvd:1560389
sum:94054059,dvd:447897
sum:94646439,dvd:592380
sum:95441202,dvd:794763
sum:96718636,dvd:1277434
sum:97483132,dvd:764496
sum:97609095,dvd:125963
sum:98112721,dvd:503626
sum:99126691,dvd:1013970
sum:99175540,dvd:48849
sum:99361189,dvd:185649
sum:99401055,dvd:39866
