sum:788307,dvd:0
sum:835957,dvd:47650
sum:1276733,dvd:440776
sum:1311027,dvd:34294
sum:1986149,dvd:675122
sum:3185941,dvd:1199792
sum:3245363,dvd:59422
sum:3683860,dvd:438497
sum:7005312,dvd:3321452
sum:7917557,dvd:912245
sum:8703514,dvd:785957
sum:9017010,dvd:313496
sum:11397155,dvd:2380145
sum:12172558,dvd:775403
sum:14254400,dvd:2081842
sum:14361201,dvd:106801
sum:14833198,dvd:471997
sum:14894521,dvd:61323
sum:14958521,dvd:64000
sum:15094505,dvd:135984
sum:15763058,dvd:668553
sum:16112021,dvd:348963
sum:16186351,dvd:74330
sum:16582027,dvd:395676
sum:17800653,dvd:1218626
sum:18163981,dvd:363328
sum:18210437,dvd:46456
sum:18302840,dvd:92403
sum:20529637,dvd:2226797
sum:22078678,dvd:1549041
sum:22277857,dvd:199179
sum:22672153,dvd:394296
sum:24790925,dvd:2118772
sum:26952221,dvd:2161296
sum:26953591,dvd:1370
sum:27097896,dvd:144305
sum:27207118,dvd:109222
sum:27449432,dvd:242314
sum:28408920,dvd:959488
sum:29917244,dvd:1508324
sum:30735077,dvd:817833
sum:30937124,dvd:202047
sum:32014635,dvd:1077511
sum:32075526,dvd:60891
sum:32793028,dvd:717502
sum:33191066,dvd:398038
sum:33800384,dvd:609318
sum:34078931,dvd:278547
sum:34416686,dvd:337755
sum:36279684,dvd:1862998
sum:38272641,dvd:1992957
sum:38333077,dvd:60436
sum:38981862,dvd:648785
sum:39675631,dvd:693769
sum:40637346,dvd:961715
sum:41025778,dvd:388432
sum:41097001,dvd:71223
sum:41948982,dvd:851981
sum:42447027,dvd:498045
sum:42839494,dvd:392467
sum:43170051,dvd:330557
sum:43685534,dvd:515483
sum:44541144,dvd:855610
sum:44658366,dvd:117222
sum:45229993,dvd:571627
sum:45294441,dvd:64448
sum:45816665,dvd:522224
sum:46693651,dvd:876986
sum:48908571,dvd:2214920
sum:49260086,dvd:351515
sum:50289001,dvd:1028915
sum:51041022,dvd:752021
sum:52309427,dvd:1268405
sum:53005383,dvd:695956
sum:55137905,dvd:2132522
sum:55537798,dvd:399893
sum:56065494,dvd:527696
sum:56836994,dvd:771500
sum:56998767,dvd:161773
sum:58218192,dvd:1219425
sum:60048840,dvd:1830648
sum:61149799,dvd:1100959
sum:61180968,dvd:31169
sum:61520706,dvd:339738
sum:61558608,dvd:37902
sum:63011961,dvd:1453353
sum:63247471,dvd:235510
sum:63613229,dvd:365758
sum:63882080,dvd:268851
sum:63976055,dvd:93975
sum:63988792,dvd:12737
sum:64211385,dvd:222593
sum:64402381,dvd:190996
sum:65136375,dvd:733994
sum:67137485,dvd:2001110
sum:67886522,dvd:749037
sum:67966958,dvd:80436
sum:68095595,dvd:128637
sum:68796420,dvd:700825
sum:69442673,dvd:646253
sum:70094970,dvd:652297
sum:71134128,dvd:1039158
sum:71320317,dvd:186189
sum:71375107,dvd:54790
sum:73131734,dvd:1756627
sum:74283369,dvd:1151635
sum:74998113,dvd:714744
sum:79222387,dvd:4224274
sum:80220215,dvd:997828
sum:80261689,dvd:41474
sum:80263998,dvd:2309
sum:80545971,dvd:281973
sum:80724188,dvd:178217
sum:80739132,dvd:14944
sum:81014406,dvd:275274
sum:81053283,dvd:38877
sum:83153608,dvd:2100325
sum:83413234,dvd:259626
sum:84760235,dvd:1347001
sum:84810946,dvd:50711
sum:86205497,dvd:1394551
sum:86971959,dvd:766462
sum:88509660,dvd:1537701
sum:88522891,dvd:13231
sum:88710258,dvd:187367
sum:89652501,dvd:942243
sum:89877453,dvd:224952
sum:90460814,dvd:583361
sum:90621542,dvd:160728
sum:91617122,dvd:995580
sum:91698864,dvd:81742
sum:92492439,dvd:793575
sum:92541200,dvd:48761
sum:92802343,dvd:261143
sum:92875386,dvd:73043
sum:93476283,dvd:600897
sum:95467138,dvd:1990855
sum:96383268,dvd:916130
sum:97372832,dvd:989564
sum:97901525,dvd:528693
sum:98654547,dvd:753022
sum:98837344,dvd:182797
sum:99129015,dvd:291671
