sum:121200,dvd:0
sum:128298,dvd:7098
sum:263658,dvd:135360
sum:272385,dvd:8727
sum:781670,dvd:509285
sum:908536,dvd:126866
sum:1012871,dvd:104335
sum:1226971,dvd:214100
sum:1231013,dvd:4042
sum:1363704,dvd:132691
sum:1922413,dvd:558709
sum:2410861,dvd:488448
sum:2506977,dvd:96116
sum:2513260,dvd:6283
sum:2535911,dvd:22651
sum:3044104,dvd:508193
sum:3111442,dvd:67338
sum:3297555,dvd:186113
sum:3354497,dvd:56942
sum:3696484,dvd:341987
sum:3697599,dvd:1115
sum:3710998,dvd:13399
sum:3930007,dvd:219009
sum:4008445,dvd:78438
sum:4232781,dvd:224336
sum:4322693,dvd:89912
sum:4348149,dvd:25456
sum:4412877,dvd:64728
sum:4540032,dvd:127155
sum:4635216,dvd:95184
sum:4637818,dvd:2602
sum:4910493,dvd:272675
sum:4986956,dvd:76463
sum:5059039,dvd:72083
sum:5146928,dvd:87889
sum:5898733,dvd:751805
sum:6089030,dvd:190297
sum:6317493,dvd:228463
sum:6443007,dvd:125514
sum:6482665,dvd:39658
sum:6522248,dvd:39583
sum:6700133,dvd:177885
sum:7005770,dvd:305637
sum:7043641,dvd:37871
sum:7414725,dvd:371084
sum:7634758,dvd:220033
sum:7981638,dvd:346880
sum:8119916,dvd:138278
sum:8238737,dvd:118821
sum:8262656,dvd:23919
sum:8305296,dvd:42640
sum:8319412,dvd:14116
sum:8544951,dvd:225539
sum:8632756,dvd:87805
sum:8906403,dvd:273647
sum:9076518,dvd:170115
sum:9284002,dvd:207484
sum:9328130,dvd:44128
sum:9480775,dvd:152645
sum:9645462,dvd:164687
sum:9690447,dvd:44985
sum:9754789,dvd:64342
sum:9839577,dvd:84788
sum:10269195,dvd:429618
sum:10269520,dvd:325
sum:10275153,dvd:5633
sum:10462817,dvd:187664
sum:10534522,dvd:71705
sum:10740533,dvd:206011
sum:10798432,dvd:57899
sum:10839097,dvd:40665
sum:10921207,dvd:82110
sum:10980307,dvd:59100
sum:11254519,dvd:274212
sum:11391264,dvd:136745
sum:11394191,dvd:2927
sum:11429768,dvd:35577
sum:11433975,dvd:4207
sum:11464176,dvd:30201
sum:11548861,dvd:84685
sum:11663725,dvd:114864
sum:11757637,dvd:93912
sum:11842076,dvd:84439
sum:12026840,dvd:184764
sum:12291742,dvd:264902
sum:12441336,dvd:149594
sum:12535326,dvd:93990
sum:12686379,dvd:151053
sum:12694035,dvd:7656
sum:12764403,dvd:70368
sum:12945168,dvd:180765
sum:13273122,dvd:327954
sum:13350149,dvd:77027
sum:13353594,dvd:3445
sum:13396346,dvd:42752
sum:13808837,dvd:412491
sum:14173245,dvd:364408
sum:14321906,dvd:148661
sum:14435786,dvd:113880
sum:14565270,dvd:129484
sum:14951785,dvd:386515
sum:15211602,dvd:259817
sum:15265294,dvd:53692
sum:15404600,dvd:139306
sum:15748089,dvd:343489
sum:15795111,dvd:47022
sum:16050068,dvd:254957
sum:16105169,dvd:55101
sum:16361671,dvd:256502
sum:16492026,dvd:130355
sum:16500551,dvd:8525
sum:16508315,dvd:7764
sum:16660744,dvd:152429
sum:16972052,dvd:311308
sum:16995895,dvd:23843
sum:17139035,dvd:143140
sum:17399589,dvd:260554
sum:17538227,dvd:138638
sum:17655100,dvd:116873
sum:17658015,dvd:2915
sum:17701810,dvd:43795
sum:17802947,dvd:101137
sum:18314720,dvd:511773
sum:18697584,dvd:382864
sum:18840591,dvd:143007
sum:18892121,dvd:51530
sum:19019146,dvd:127025
sum:19075861,dvd:56715
sum:19118795,dvd:42934
sum:19310440,dvd:191645
sum:19336401,dvd:25961
sum:19398848,dvd:62447
sum:19686548,dvd:287700
sum:19686718,dvd:170
sum:19830345,dvd:143627
sum:20468089,dvd:637744
sum:20522683,dvd:54594
sum:20580747,dvd:58064
sum:20750545,dvd:169798
sum:21030830,dvd:280285
sum:21125216,dvd:94386
sum:21327389,dvd:202173
sum:21947573,dvd:620184
sum:22175921,dvd:228348
sum:22225111,dvd:49190
sum:22714893,dvd:489782
sum:22877007,dvd:162114
sum:22970802,dvd:93795
sum:23156811,dvd:186009
sum:23184577,dvd:27766
sum:23344232,dvd:159655
sum:23405157,dvd:60925
sum:23487910,dvd:82753
sum:23520211,dvd:32301
sum:23583754,dvd:63543
sum:23584584,dvd:830
sum:23827839,dvd:243255
sum:24125333,dvd:297494
sum:24290321,dvd:164988
sum:24324125,dvd:33804
sum:24642007,dvd:317882
sum:24844478,dvd:202471
sum:25390171,dvd:545693
sum:25578063,dvd:187892
sum:25859103,dvd:281040
sum:25986477,dvd:127374
sum:26013197,dvd:26720
sum:26173040,dvd:159843
sum:26353422,dvd:180382
sum:26390324,dvd:36902
sum:26499122,dvd:108798
sum:27108307,dvd:609185
sum:27185286,dvd:76979
sum:27244358,dvd:59072
sum:27320995,dvd:76637
sum:27641892,dvd:320897
sum:27657154,dvd:15262
sum:27966362,dvd:309208
sum:28111867,dvd:145505
sum:28173126,dvd:61259
sum:28528487,dvd:355361
sum:28601213,dvd:72726
sum:28624271,dvd:23058
sum:28898138,dvd:273867
sum:29170770,dvd:272632
sum:29336316,dvd:165546
sum:29424935,dvd:88619
sum:29464806,dvd:39871
sum:29472601,dvd:7795
sum:29632204,dvd:159603
sum:30108872,dvd:476668
sum:30361431,dvd:252559
sum:30596257,dvd:234826
sum:30997277,dvd:401020
sum:31187870,dvd:190593
sum:31238495,dvd:50625
sum:31283098,dvd:44603
sum:31344441,dvd:61343
sum:31435939,dvd:91498
sum:31529029,dvd:93090
sum:31617320,dvd:88291
sum:31653852,dvd:36532
sum:32206084,dvd:552232
sum:32361191,dvd:155107
sum:32380379,dvd:19188
sum:32425151,dvd:44772
sum:32576005,dvd:150854
sum:32620157,dvd:44152
sum:32707765,dvd:87608
sum:32831869,dvd:124104
sum:32947194,dvd:115325
sum:33132446,dvd:185252
sum:33211351,dvd:78905
sum:33280139,dvd:68788
sum:33517225,dvd:237086
sum:33650877,dvd:133652
sum:33917635,dvd:266758
sum:34000659,dvd:83024
sum:34196080,dvd:195421
sum:34372528,dvd:176448
sum:34501878,dvd:129350
sum:34624100,dvd:122222
sum:34635372,dvd:11272
sum:34702813,dvd:67441
sum:34715083,dvd:12270
sum:34750488,dvd:35405
sum:34802244,dvd:51756
sum:34862526,dvd:60282
sum:34877383,dvd:14857
sum:34913105,dvd:35722
sum:34937115,dvd:24010
sum:34984398,dvd:47283
sum:34994964,dvd:10566
sum:34999114,dvd:4150
sum:35003755,dvd:4641
sum:35356672,dvd:352917
sum:35471438,dvd:114766
sum:35802615,dvd:331177
sum:35818542,dvd:15927
sum:36041559,dvd:223017
sum:36153052,dvd:111493
sum:36610664,dvd:457612
sum:36679732,dvd:69068
sum:36916456,dvd:236724
sum:37038014,dvd:121558
sum:37045399,dvd:7385
sum:37199167,dvd:153768
sum:37323826,dvd:124659
sum:37410287,dvd:86461
sum:37423242,dvd:12955
sum:37457354,dvd:34112
sum:37494969,dvd:37615
sum:37510326,dvd:15357
sum:37797761,dvd:287435
sum:37819688,dvd:21927
sum:37822906,dvd:3218
sum:37960637,dvd:137731
sum:38045939,dvd:85302
sum:38058741,dvd:12802
sum:38262538,dvd:203797
sum:38351355,dvd:88817
sum:38424355,dvd:73000
sum:38895805,dvd:471450
sum:39096566,dvd:200761
sum:39136129,dvd:39563
sum:39178260,dvd:42131
sum:39298098,dvd:119838
sum:39419399,dvd:121301
sum:39544192,dvd:124793
sum:39715078,dvd:170886
sum:39728544,dvd:13466
sum:39904540,dvd:175996
sum:39918163,dvd:13623
sum:39925974,dvd:7811
sum:40390480,dvd:464506
sum:40500597,dvd:110117
sum:41127209,dvd:626612
sum:41242566,dvd:115357
sum:41702075,dvd:459509
sum:41726290,dvd:24215
sum:41863835,dvd:137545
sum:41866080,dvd:2245
sum:41903932,dvd:37852
sum:42019014,dvd:115082
sum:42179233,dvd:160219
sum:42747269,dvd:568036
sum:42824264,dvd:76995
sum:42878514,dvd:54250
