sum:2574088,dvd:0
sum:11973752,dvd:9399664
sum:18614370,dvd:6640618
sum:20389430,dvd:1775060
sum:23421729,dvd:3032299
sum:24392909,dvd:971180
sum:30409802,dvd:6016893
sum:30722721,dvd:312919
sum:32091392,dvd:1368671
sum:36154755,dvd:4063363
sum:41257502,dvd:5102747
sum:44665147,dvd:3407645
sum:48303005,dvd:3637858
sum:55879861,dvd:7576856
sum:56679620,dvd:799759
sum:56863142,dvd:183522
sum:60465508,dvd:3602366
sum:61617504,dvd:1151996
sum:67447941,dvd:5830437
sum:67989255,dvd:541314
sum:77424670,dvd:9435415
sum:80772646,dvd:3347976
sum:80835480,dvd:62834
sum:81939571,dvd:1104091
sum:88762051,dvd:6822480
sum:95882653,dvd:7120602
sum:97606207,dvd:1723554
sum:97974843,dvd:368636
sum:99446955,dvd:1472112
