sum:114889,dvd:0
sum:232023,dvd:117134
sum:344611,dvd:112588
sum:366588,dvd:21977
sum:441720,dvd:75132
sum:448140,dvd:6420
sum:693545,dvd:245405
sum:951856,dvd:258311
sum:1172160,dvd:220304
sum:1209263,dvd:37103
sum:1355794,dvd:146531
sum:1509847,dvd:154053
sum:1693252,dvd:183405
sum:2000967,dvd:307715
sum:2300159,dvd:299192
sum:2448071,dvd:147912
sum:2461331,dvd:13260
sum:2470217,dvd:8886
sum:2858998,dvd:388781
sum:2974195,dvd:115197
sum:3044919,dvd:70724
sum:3102908,dvd:57989
sum:3568945,dvd:466037
sum:3655919,dvd:86974
sum:3686776,dvd:30857
sum:3706736,dvd:19960
sum:3887990,dvd:181254
sum:3919915,dvd:31925
sum:3929334,dvd:9419
sum:4015310,dvd:85976
sum:4266411,dvd:251101
sum:4506606,dvd:240195
sum:4506936,dvd:330
sum:4743548,dvd:236612
sum:5091943,dvd:348395
sum:5255045,dvd:163102
sum:5484021,dvd:228976
sum:5486530,dvd:2509
sum:5503208,dvd:16678
sum:5643256,dvd:140048
sum:5835987,dvd:192731
sum:6395996,dvd:560009
sum:6426919,dvd:30923
sum:6512580,dvd:85661
sum:6542706,dvd:30126
sum:6551197,dvd:8491
sum:6552332,dvd:1135
sum:6560752,dvd:8420
sum:6789081,dvd:228329
sum:7120907,dvd:331826
sum:7153133,dvd:32226
sum:7341683,dvd:188550
sum:7475228,dvd:133545
sum:7587234,dvd:112006
sum:7644207,dvd:56973
sum:7687317,dvd:43110
sum:7996459,dvd:309142
sum:8280304,dvd:283845
sum:8320596,dvd:40292
sum:8325158,dvd:4562
sum:8362138,dvd:36980
sum:8471810,dvd:109672
sum:8822816,dvd:351006
sum:9024650,dvd:201834
sum:9092003,dvd:67353
sum:9634606,dvd:542603
sum:9817782,dvd:183176
sum:9853419,dvd:35637
sum:9878443,dvd:25024
sum:9932233,dvd:53790
sum:10203284,dvd:271051
sum:10216733,dvd:13449
sum:10339369,dvd:122636
sum:10407249,dvd:67880
sum:10486671,dvd:79422
sum:10536179,dvd:49508
sum:10559355,dvd:23176
sum:10627313,dvd:67958
sum:10688366,dvd:61053
sum:10692969,dvd:4603
sum:10709950,dvd:16981
sum:10895706,dvd:185756
sum:10906928,dvd:11222
sum:10995612,dvd:88684
sum:11136295,dvd:140683
sum:11161495,dvd:25200
sum:11186070,dvd:24575
sum:11216212,dvd:30142
sum:11376145,dvd:159933
sum:11506168,dvd:130023
sum:11711955,dvd:205787
sum:11719305,dvd:7350
sum:11759907,dvd:40602
sum:11956482,dvd:196575
sum:11966349,dvd:9867
sum:12018700,dvd:52351
sum:12337678,dvd:318978
sum:12375515,dvd:37837
sum:12629208,dvd:253693
sum:12634563,dvd:5355
sum:12868359,dvd:233796
sum:12920518,dvd:52159
sum:13012771,dvd:92253
sum:13111721,dvd:98950
sum:13191114,dvd:79393
sum:13260780,dvd:69666
sum:13283693,dvd:22913
sum:13433066,dvd:149373
sum:13526022,dvd:92956
sum:13745839,dvd:219817
sum:13888952,dvd:143113
sum:14056814,dvd:167862
sum:14162016,dvd:105202
sum:14293286,dvd:131270
sum:14508540,dvd:215254
sum:14561434,dvd:52894
sum:14675856,dvd:114422
sum:14759788,dvd:83932
sum:14861406,dvd:101618
sum:15162830,dvd:301424
sum:15516667,dvd:353837
sum:15545892,dvd:29225
sum:15649718,dvd:103826
sum:15666800,dvd:17082
sum:15750853,dvd:84053
sum:15856944,dvd:106091
sum:16020223,dvd:163279
sum:16196845,dvd:176622
sum:16786330,dvd:589485
sum:16853301,dvd:66971
sum:16952324,dvd:99023
sum:17004806,dvd:52482
sum:17043876,dvd:39070
sum:17385239,dvd:341363
sum:17468950,dvd:83711
sum:17534327,dvd:65377
sum:17558452,dvd:24125
sum:17730345,dvd:171893
sum:17731522,dvd:1177
sum:17853629,dvd:122107
sum:18172688,dvd:319059
sum:18306006,dvd:133318
sum:18496095,dvd:190089
sum:18670181,dvd:174086
sum:19096318,dvd:426137
sum:19115022,dvd:18704
sum:19454504,dvd:339482
sum:19456903,dvd:2399
sum:19880528,dvd:423625
sum:19990582,dvd:110054
sum:20187492,dvd:196910
sum:20492547,dvd:305055
sum:20526027,dvd:33480
sum:20765247,dvd:239220
sum:20868410,dvd:103163
sum:21052977,dvd:184567
sum:21126257,dvd:73280
sum:21248369,dvd:122112
sum:21691248,dvd:442879
sum:21727503,dvd:36255
sum:21798783,dvd:71280
sum:21999122,dvd:200339
sum:22036820,dvd:37698
sum:22229645,dvd:192825
sum:22234807,dvd:5162
sum:22426089,dvd:191282
sum:22586013,dvd:159924
sum:22684321,dvd:98308
sum:22692467,dvd:8146
sum:22856538,dvd:164071
sum:23199780,dvd:343242
sum:23458443,dvd:258663
sum:23532675,dvd:74232
sum:23548970,dvd:16295
sum:23859189,dvd:310219
sum:24062103,dvd:202914
sum:24087153,dvd:25050
sum:24120424,dvd:33271
sum:24202247,dvd:81823
sum:24206262,dvd:4015
sum:24263979,dvd:57717
sum:24438325,dvd:174346
sum:24673730,dvd:235405
sum:24752513,dvd:78783
sum:24818506,dvd:65993
sum:24938339,dvd:119833
sum:24978908,dvd:40569
sum:24992531,dvd:13623
sum:24995318,dvd:2787
sum:25034109,dvd:38791
sum:25244664,dvd:210555
sum:25347557,dvd:102893
sum:25480818,dvd:133261
sum:25585180,dvd:104362
sum:25598882,dvd:13702
sum:25683372,dvd:84490
sum:25813488,dvd:130116
sum:25972419,dvd:158931
sum:26280787,dvd:308368
sum:26532880,dvd:252093
sum:26615836,dvd:82956
sum:26861685,dvd:245849
sum:26964648,dvd:102963
sum:27013026,dvd:48378
sum:27100480,dvd:87454
sum:27127585,dvd:27105
sum:27149278,dvd:21693
sum:27198226,dvd:48948
sum:27725517,dvd:527291
sum:27745873,dvd:20356
sum:27980642,dvd:234769
sum:28015938,dvd:35296
sum:28044133,dvd:28195
sum:28433375,dvd:389242
sum:28656988,dvd:223613
sum:28674930,dvd:17942
sum:28755822,dvd:80892
sum:28975853,dvd:220031
sum:29083629,dvd:107776
sum:29132314,dvd:48685
sum:29162607,dvd:30293
sum:29362905,dvd:200298
sum:29538560,dvd:175655
sum:29584063,dvd:45503
sum:29656748,dvd:72685
sum:29656913,dvd:165
sum:29675639,dvd:18726
sum:29722162,dvd:46523
sum:29922433,dvd:200271
sum:30402096,dvd:479663
sum:30405522,dvd:3426
sum:30409642,dvd:4120
sum:30669389,dvd:259747
sum:30734103,dvd:64714
sum:30805799,dvd:71696
sum:30889347,dvd:83548
sum:30910556,dvd:21209
sum:30994883,dvd:84327
sum:31047587,dvd:52704
sum:31290015,dvd:242428
sum:31331860,dvd:41845
sum:31373023,dvd:41163
sum:31413041,dvd:40018
sum:31609385,dvd:196344
sum:31627172,dvd:17787
sum:31628809,dvd:1637
sum:31711452,dvd:82643
sum:32126631,dvd:415179
sum:32127337,dvd:706
sum:32549110,dvd:421773
sum:32550722,dvd:1612
sum:32576420,dvd:25698
sum:32593565,dvd:17145
sum:32866958,dvd:273393
sum:32968368,dvd:101410
sum:32991470,dvd:23102
sum:33212407,dvd:220937
sum:33576675,dvd:364268
sum:33724968,dvd:148293
sum:33843046,dvd:118078
sum:33978468,dvd:135422
sum:34131971,dvd:153503
sum:34139519,dvd:7548
sum:34143716,dvd:4197
sum:34373082,dvd:229366
sum:34569901,dvd:196819
sum:34653027,dvd:83126
sum:34747512,dvd:94485
sum:34930848,dvd:183336
sum:34934736,dvd:3888
sum:34951213,dvd:16477
sum:35026368,dvd:75155
sum:35171742,dvd:145374
sum:35547939,dvd:376197
sum:35845902,dvd:297963
sum:35863805,dvd:17903
sum:35915532,dvd:51727
sum:35979539,dvd:64007
sum:36071117,dvd:91578
sum:36266287,dvd:195170
sum:36405528,dvd:139241
sum:36451634,dvd:46106
sum:36461297,dvd:9663
sum:36532567,dvd:71270
sum:36595351,dvd:62784
sum:36704332,dvd:108981
sum:36772994,dvd:68662
sum:36796047,dvd:23053
sum:36904998,dvd:108951
sum:37101571,dvd:196573
sum:37723547,dvd:621976
sum:37784314,dvd:60767
sum:37881914,dvd:97600
sum:38198485,dvd:316571
sum:38647066,dvd:448581
sum:38802528,dvd:155462
sum:39024871,dvd:222343
sum:39096457,dvd:71586
sum:39248940,dvd:152483
sum:39280022,dvd:31082
sum:39460490,dvd:180468
sum:39465065,dvd:4575
sum:39863233,dvd:398168
sum:39906695,dvd:43462
sum:40179143,dvd:272448
sum:40252318,dvd:73175
sum:40276944,dvd:24626
sum:40481589,dvd:204645
sum:40597823,dvd:116234
sum:40678691,dvd:80868
sum:41124902,dvd:446211
sum:41233408,dvd:108506
sum:41632510,dvd:399102
sum:41829736,dvd:197226
sum:42004284,dvd:174548
sum:42141651,dvd:137367
sum:42322282,dvd:180631
sum:42624641,dvd:302359
sum:42957509,dvd:332868
sum:43180791,dvd:223282
sum:43582313,dvd:401522
sum:43664882,dvd:82569
sum:44108534,dvd:443652
sum:44615949,dvd:507415
sum:44758646,dvd:142697
sum:45259901,dvd:501255
sum:45286591,dvd:26690
sum:45302809,dvd:16218
sum:45350493,dvd:47684
sum:45372756,dvd:22263
sum:45535323,dvd:162567
sum:45685897,dvd:150574
sum:45943880,dvd:257983
sum:46169625,dvd:225745
sum:46193167,dvd:23542
sum:46260217,dvd:67050
sum:46264677,dvd:4460
sum:46310421,dvd:45744
sum:46566837,dvd:256416
sum:46969826,dvd:402989
sum:46979981,dvd:10155
sum:47193810,dvd:213829
sum:47675009,dvd:481199
sum:47760113,dvd:85104
sum:47781550,dvd:21437
sum:47802713,dvd:21163
sum:48058473,dvd:255760
sum:48243853,dvd:185380
sum:48254517,dvd:10664
sum:48359068,dvd:104551
sum:48531002,dvd:171934
sum:48677170,dvd:146168
sum:48855005,dvd:177835
sum:49135267,dvd:280262
sum:49157564,dvd:22297
sum:49349583,dvd:192019
sum:49381541,dvd:31958
sum:49500304,dvd:118763
sum:49661031,dvd:160727
sum:49691868,dvd:30837
sum:49801290,dvd:109422
sum:49805380,dvd:4090
sum:49916417,dvd:111037
sum:49939428,dvd:23011
sum:50000477,dvd:61049
sum:50113681,dvd:113204
sum:50261508,dvd:147827
sum:50441691,dvd:180183
sum:50568965,dvd:127274
sum:50752523,dvd:183558
sum:50761810,dvd:9287
sum:50774077,dvd:12267
sum:50843676,dvd:69599
sum:51225846,dvd:382170
sum:51354728,dvd:128882
sum:51434057,dvd:79329
sum:51541017,dvd:106960
sum:51596820,dvd:55803
sum:51794737,dvd:197917
sum:52162275,dvd:367538
sum:52247374,dvd:85099
sum:52349570,dvd:102196
