sum:2317266,dvd:0
sum:4028055,dvd:1710789
sum:6623012,dvd:2594957
sum:9231981,dvd:2608969
sum:11444990,dvd:2213009
sum:14246393,dvd:2801403
sum:15568899,dvd:1322506
sum:23239940,dvd:7671041
sum:27052570,dvd:3812630
sum:31463771,dvd:4411201
sum:31522468,dvd:58697
sum:33132954,dvd:1610486
sum:33553104,dvd:420150
sum:33573238,dvd:20134
sum:33923820,dvd:350582
sum:36364010,dvd:2440190
sum:42618402,dvd:6254392
sum:43236100,dvd:617698
sum:44412202,dvd:1176102
sum:46673778,dvd:2261576
sum:52796247,dvd:6122469
sum:58804347,dvd:6008100
sum:59142988,dvd:338641
sum:59449952,dvd:306964
sum:60008046,dvd:558094
sum:64958669,dvd:4950623
sum:65522187,dvd:563518
sum:66692428,dvd:1170241
sum:69702587,dvd:3010159
sum:71494650,dvd:1792063
sum:73044035,dvd:1549385
sum:73531574,dvd:487539
sum:77780103,dvd:4248529
sum:92295191,dvd:14515088
sum:92545642,dvd:250451
sum:95245244,dvd:2699602
sum:98217851,dvd:2972607
sum:98750347,dvd:532496
