sum:3131105,dvd:0
sum:4356768,dvd:1225663
sum:5364166,dvd:1007398
sum:10542394,dvd:5178228
sum:11750511,dvd:1208117
sum:15914409,dvd:4163898
sum:15976277,dvd:61868
sum:22682923,dvd:6706646
sum:30615568,dvd:7932645
sum:33697620,dvd:3082052
sum:34641541,dvd:943921
sum:34799314,dvd:157773
sum:36041956,dvd:1242642
sum:40268480,dvd:4226524
sum:44634843,dvd:4366363
sum:51806217,dvd:7171374
sum:52910729,dvd:1104512
sum:54066685,dvd:1155956
sum:57119983,dvd:3053298
sum:58927658,dvd:1807675
sum:65117511,dvd:6189853
sum:65541755,dvd:424244
sum:70894226,dvd:5352471
sum:71632900,dvd:738674
sum:72644210,dvd:1011310
sum:74272118,dvd:1627908
sum:75006831,dvd:734713
sum:75334458,dvd:327627
sum:82414956,dvd:7080498
sum:89779525,dvd:7364569
sum:89791958,dvd:12433
sum:96383200,dvd:6591242
sum:98020523,dvd:1637323
