sum:142935,dvd:0
sum:371364,dvd:228429
sum:445150,dvd:73786
sum:701446,dvd:256296
sum:723639,dvd:22193
sum:854643,dvd:131004
sum:870470,dvd:15827
sum:1023728,dvd:153258
sum:1325395,dvd:301667
sum:1562386,dvd:236991
sum:1819243,dvd:256857
sum:1920533,dvd:101290
sum:1929846,dvd:9313
sum:2061426,dvd:131580
sum:2216179,dvd:154753
sum:2375254,dvd:159075
sum:2435757,dvd:60503
sum:2723680,dvd:287923
sum:2887282,dvd:163602
sum:3142400,dvd:255118
sum:3181255,dvd:38855
sum:3420068,dvd:238813
sum:3527114,dvd:107046
sum:3584546,dvd:57432
sum:3592933,dvd:8387
sum:3814370,dvd:221437
sum:3897767,dvd:83397
sum:4141790,dvd:244023
sum:4196250,dvd:54460
sum:4330859,dvd:134609
sum:4507769,dvd:176910
sum:4663586,dvd:155817
sum:4828585,dvd:164999
sum:5248340,dvd:419755
sum:5348605,dvd:100265
sum:5528357,dvd:179752
sum:5705745,dvd:177388
sum:5778154,dvd:72409
sum:5835649,dvd:57495
sum:6125843,dvd:290194
sum:6437132,dvd:311289
sum:6540570,dvd:103438
sum:6642963,dvd:102393
sum:6878687,dvd:235724
sum:7114260,dvd:235573
sum:7606291,dvd:492031
sum:7691700,dvd:85409
sum:7700541,dvd:8841
sum:7812876,dvd:112335
sum:7901878,dvd:89002
sum:8177476,dvd:275598
sum:8199434,dvd:21958
sum:8277109,dvd:77675
sum:8727204,dvd:450095
sum:8787891,dvd:60687
sum:9093648,dvd:305757
sum:9098096,dvd:4448
sum:9435216,dvd:337120
sum:9822062,dvd:386846
sum:10465554,dvd:643492
sum:10491637,dvd:26083
sum:10571238,dvd:79601
sum:10608784,dvd:37546
sum:10707319,dvd:98535
sum:10809027,dvd:101708
sum:10854998,dvd:45971
sum:11171929,dvd:316931
sum:11177609,dvd:5680
sum:11253061,dvd:75452
sum:11604141,dvd:351080
sum:11659947,dvd:55806
sum:11726912,dvd:66965
sum:11796414,dvd:69502
sum:11854767,dvd:58353
sum:11855403,dvd:636
sum:12177195,dvd:321792
sum:12180105,dvd:2910
sum:12190084,dvd:9979
sum:12402662,dvd:212578
sum:12408243,dvd:5581
sum:12488090,dvd:79847
sum:13013605,dvd:525515
sum:13059609,dvd:46004
sum:13258373,dvd:198764
sum:13267873,dvd:9500
sum:13377618,dvd:109745
sum:13407224,dvd:29606
sum:13763938,dvd:356714
sum:14123122,dvd:359184
sum:14446304,dvd:323182
sum:15385269,dvd:938965
sum:15483264,dvd:97995
sum:15485663,dvd:2399
sum:15836815,dvd:351152
sum:15929349,dvd:92534
sum:16567283,dvd:637934
sum:16888021,dvd:320738
sum:16893361,dvd:5340
sum:16993420,dvd:100059
sum:18510156,dvd:1516736
sum:18525072,dvd:14916
sum:18646029,dvd:120957
sum:19030272,dvd:384243
sum:19057306,dvd:27034
sum:19131812,dvd:74506
sum:19177341,dvd:45529
sum:19223785,dvd:46444
sum:19585922,dvd:362137
sum:19663813,dvd:77891
sum:19831691,dvd:167878
sum:19835300,dvd:3609
sum:20095191,dvd:259891
sum:20116817,dvd:21626
sum:20149192,dvd:32375
sum:20186151,dvd:36959
sum:20291036,dvd:104885
sum:20416658,dvd:125622
sum:20615192,dvd:198534
sum:20755424,dvd:140232
sum:21116984,dvd:361560
sum:21697541,dvd:580557
sum:21713252,dvd:15711
sum:21744963,dvd:31711
sum:21764260,dvd:19297
sum:21949946,dvd:185686
sum:22025564,dvd:75618
sum:22375787,dvd:350223
sum:22409425,dvd:33638
sum:23071846,dvd:662421
sum:23256148,dvd:184302
sum:23551346,dvd:295198
sum:23569960,dvd:18614
sum:23572925,dvd:2965
sum:23688998,dvd:116073
sum:23868531,dvd:179533
sum:23871226,dvd:2695
sum:24047445,dvd:176219
sum:24081578,dvd:34133
sum:24444365,dvd:362787
sum:24495864,dvd:51499
sum:24639816,dvd:143952
sum:24761613,dvd:121797
sum:25004615,dvd:243002
sum:25087483,dvd:82868
sum:25138439,dvd:50956
sum:25286697,dvd:148258
sum:25634798,dvd:348101
sum:25873518,dvd:238720
sum:25995441,dvd:121923
sum:26014075,dvd:18634
sum:26065875,dvd:51800
sum:26268033,dvd:202158
sum:26281256,dvd:13223
sum:26358953,dvd:77697
sum:26421401,dvd:62448
sum:26652496,dvd:231095
sum:26864808,dvd:212312
sum:26875599,dvd:10791
sum:26927219,dvd:51620
sum:27008880,dvd:81661
sum:27148510,dvd:139630
sum:27280767,dvd:132257
sum:27433043,dvd:152276
sum:27787308,dvd:354265
sum:28546648,dvd:759340
sum:28759669,dvd:213021
sum:28843416,dvd:83747
sum:28881583,dvd:38167
