sum:48561,dvd:0
sum:258669,dvd:210108
sum:346598,dvd:87929
sum:627488,dvd:280890
sum:728577,dvd:101089
sum:850937,dvd:122360
sum:1089710,dvd:238773
sum:1292984,dvd:203274
sum:1347815,dvd:54831
sum:1744372,dvd:396557
sum:2326351,dvd:581979
sum:2507684,dvd:181333
sum:2609268,dvd:101584
sum:2724067,dvd:114799
sum:2755394,dvd:31327
sum:2915803,dvd:160409
sum:3041790,dvd:125987
sum:3145961,dvd:104171
sum:3209786,dvd:63825
sum:3305876,dvd:96090
sum:3421889,dvd:116013
sum:3764845,dvd:342956
sum:3819987,dvd:55142
sum:3900304,dvd:80317
sum:4095153,dvd:194849
sum:4733289,dvd:638136
sum:4932229,dvd:198940
sum:5149224,dvd:216995
sum:5302708,dvd:153484
sum:5389176,dvd:86468
sum:5623940,dvd:234764
sum:6180191,dvd:556251
sum:6453271,dvd:273080
sum:6454756,dvd:1485
sum:6513292,dvd:58536
sum:6533738,dvd:20446
sum:6720007,dvd:186269
sum:7061365,dvd:341358
sum:7561659,dvd:500294
sum:7603053,dvd:41394
sum:8285271,dvd:682218
sum:8585731,dvd:300460
sum:9520537,dvd:934806
sum:9561112,dvd:40575
sum:10205820,dvd:644708
sum:10256012,dvd:50192
sum:10403839,dvd:147827
sum:10537504,dvd:133665
sum:10929186,dvd:391682
sum:11488162,dvd:558976
sum:11514802,dvd:26640
sum:11652985,dvd:138183
sum:11991615,dvd:338630
sum:12154637,dvd:163022
sum:12325718,dvd:171081
sum:13370559,dvd:1044841
sum:13484034,dvd:113475
sum:13695516,dvd:211482
sum:13794446,dvd:98930
sum:14375604,dvd:581158
sum:14469981,dvd:94377
sum:14493464,dvd:23483
sum:14858255,dvd:364791
sum:15170961,dvd:312706
sum:15253917,dvd:82956
sum:15280559,dvd:26642
sum:15627740,dvd:347181
sum:15669484,dvd:41744
sum:16188188,dvd:518704
sum:16228232,dvd:40044
sum:16388389,dvd:160157
sum:16543808,dvd:155419
sum:16773117,dvd:229309
sum:16864298,dvd:91181
sum:16935917,dvd:71619
sum:17433667,dvd:497750
sum:17514276,dvd:80609
sum:17567408,dvd:53132
sum:17574708,dvd:7300
sum:17842273,dvd:267565
sum:17864518,dvd:22245
sum:18725241,dvd:860723
sum:18739106,dvd:13865
sum:19106408,dvd:367302
sum:19712137,dvd:605729
sum:19809238,dvd:97101
sum:20048322,dvd:239084
sum:20414765,dvd:366443
sum:20507738,dvd:92973
sum:21045110,dvd:537372
sum:21105922,dvd:60812
sum:21818225,dvd:712303
sum:21838125,dvd:19900
sum:22095266,dvd:257141
sum:22278432,dvd:183166
sum:22320917,dvd:42485
sum:22331348,dvd:10431
sum:22705008,dvd:373660
sum:22827413,dvd:122405
sum:23092986,dvd:265573
sum:23236863,dvd:143877
sum:23318031,dvd:81168
sum:23700414,dvd:382383
sum:23838071,dvd:137657
sum:24435544,dvd:597473
sum:24758266,dvd:322722
sum:25534079,dvd:775813
sum:26223434,dvd:689355
sum:26667624,dvd:444190
sum:26696320,dvd:28696
sum:26938309,dvd:241989
sum:27015272,dvd:76963
sum:27577195,dvd:561923
sum:27709963,dvd:132768
sum:28019494,dvd:309531
sum:28629649,dvd:610155
sum:28738673,dvd:109024
sum:28749385,dvd:10712
sum:28884463,dvd:135078
sum:29277267,dvd:392804
sum:29377931,dvd:100664
sum:29515304,dvd:137373
sum:29533746,dvd:18442
sum:29555934,dvd:22188
sum:29634670,dvd:78736
sum:30622798,dvd:988128
sum:30693183,dvd:70385
sum:30844413,dvd:151230
sum:31213116,dvd:368703
sum:31519117,dvd:306001
sum:31912836,dvd:393719
sum:32055204,dvd:142368
sum:32059251,dvd:4047
sum:32640091,dvd:580840
sum:32685313,dvd:45222
sum:32867502,dvd:182189
sum:32893285,dvd:25783
sum:33414333,dvd:521048
sum:33499826,dvd:85493
sum:33684318,dvd:184492
sum:34262287,dvd:577969
sum:34303303,dvd:41016
sum:34409906,dvd:106603
sum:34472139,dvd:62233
sum:34600892,dvd:128753
sum:34695765,dvd:94873
sum:34716536,dvd:20771
sum:34732087,dvd:15551
sum:35752501,dvd:1020414
sum:36062444,dvd:309943
sum:36549225,dvd:486781
sum:37391930,dvd:842705
sum:37686458,dvd:294528
sum:37847372,dvd:160914
sum:38139368,dvd:291996
sum:38428286,dvd:288918
sum:39028064,dvd:599778
sum:39138178,dvd:110114
sum:39169904,dvd:31726
sum:39172726,dvd:2822
sum:39210316,dvd:37590
sum:39292153,dvd:81837
sum:39332398,dvd:40245
sum:39425919,dvd:93521
sum:39565870,dvd:139951
sum:39833093,dvd:267223
sum:39846321,dvd:13228
sum:39952820,dvd:106499
sum:40068813,dvd:115993
sum:40986803,dvd:917990
sum:41407167,dvd:420364
sum:41615705,dvd:208538
sum:41850671,dvd:234966
sum:42069575,dvd:218904
sum:42260853,dvd:191278
sum:42354927,dvd:94074
sum:42452270,dvd:97343
sum:42669746,dvd:217476
sum:43120269,dvd:450523
sum:43718486,dvd:598217
sum:43772469,dvd:53983
sum:43800587,dvd:28118
sum:43917439,dvd:116852
sum:44164873,dvd:247434
sum:44180056,dvd:15183
sum:44735179,dvd:555123
sum:44750191,dvd:15012
sum:45194378,dvd:444187
sum:45316202,dvd:121824
sum:45606466,dvd:290264
sum:45668598,dvd:62132
sum:45835299,dvd:166701
sum:45853220,dvd:17921
sum:46085531,dvd:232311
sum:46387081,dvd:301550
sum:46511559,dvd:124478
sum:47115715,dvd:604156
sum:47334660,dvd:218945
sum:47637011,dvd:302351
sum:48411210,dvd:774199
sum:49038786,dvd:627576
sum:49095732,dvd:56946
sum:49367262,dvd:271530
sum:49655538,dvd:288276
sum:49722430,dvd:66892
sum:50008923,dvd:286493
sum:50317367,dvd:308444
sum:50591784,dvd:274417
sum:50676531,dvd:84747
sum:51046686,dvd:370155
sum:51229468,dvd:182782
sum:52039330,dvd:809862
sum:52136581,dvd:97251
sum:52381817,dvd:245236
sum:52427871,dvd:46054
sum:52765889,dvd:338018
sum:52844912,dvd:79023
sum:52896489,dvd:51577
sum:52967487,dvd:70998
sum:53431652,dvd:464165
sum:53508252,dvd:76600
sum:54043020,dvd:534768
sum:54979843,dvd:936823
sum:55065182,dvd:85339
sum:55116531,dvd:51349
sum:55153718,dvd:37187
sum:55531661,dvd:377943
sum:55538246,dvd:6585
sum:55646568,dvd:108322
sum:55833629,dvd:187061
sum:55842585,dvd:8956
sum:56238785,dvd:396200
sum:56421991,dvd:183206
sum:56477003,dvd:55012
sum:56589223,dvd:112220
sum:56832902,dvd:243679
sum:56929430,dvd:96528
sum:57620747,dvd:691317
sum:58169972,dvd:549225
sum:58191141,dvd:21169
sum:58296565,dvd:105424
sum:58363464,dvd:66899
sum:58998375,dvd:634911
sum:59078524,dvd:80149
sum:59087073,dvd:8549
sum:59389411,dvd:302338
sum:59415443,dvd:26032
sum:59517298,dvd:101855
sum:59548383,dvd:31085
sum:59691685,dvd:143302
sum:59731319,dvd:39634
sum:60215962,dvd:484643
sum:60487233,dvd:271271
sum:61178482,dvd:691249
sum:61463369,dvd:284887
sum:61603645,dvd:140276
sum:62693312,dvd:1089667
sum:62710977,dvd:17665
sum:62720124,dvd:9147
sum:62954871,dvd:234747
sum:62980312,dvd:25441
sum:63357288,dvd:376976
sum:64739491,dvd:1382203
sum:64861691,dvd:122200
sum:64996365,dvd:134674
sum:65342217,dvd:345852
sum:65512094,dvd:169877
sum:65832383,dvd:320289
sum:66043753,dvd:211370
sum:66047599,dvd:3846
sum:66473708,dvd:426109
sum:66515613,dvd:41905
sum:66625111,dvd:109498
sum:66864960,dvd:239849
sum:67509390,dvd:644430
sum:67897907,dvd:388517
sum:67995673,dvd:97766
sum:68133910,dvd:138237
sum:68604121,dvd:470211
sum:68823191,dvd:219070
sum:68985760,dvd:162569
sum:69159925,dvd:174165
sum:69398935,dvd:239010
sum:69472596,dvd:73661
sum:69953262,dvd:480666
sum:69966012,dvd:12750
sum:70333253,dvd:367241
sum:70929991,dvd:596738
sum:71039088,dvd:109097
sum:71536531,dvd:497443
sum:71839029,dvd:302498
sum:72050751,dvd:211722
sum:72718820,dvd:668069
sum:72785575,dvd:66755
sum:72788851,dvd:3276
sum:73187920,dvd:399069
sum:73332090,dvd:144170
sum:74027821,dvd:695731
sum:74208501,dvd:180680
sum:74210256,dvd:1755
sum:74309166,dvd:98910
sum:74348768,dvd:39602
sum:74537688,dvd:188920
sum:74801676,dvd:263988
sum:74960601,dvd:158925
sum:75373839,dvd:413238
sum:76295695,dvd:921856
sum:76369923,dvd:74228
sum:76501962,dvd:132039
sum:77037424,dvd:535462
sum:77659527,dvd:622103
sum:77889904,dvd:230377
sum:78204188,dvd:314284
sum:78279604,dvd:75416
sum:78483377,dvd:203773
sum:78728603,dvd:245226
sum:78758605,dvd:30002
sum:78766515,dvd:7910
sum:78771016,dvd:4501
sum:78829625,dvd:58609
sum:79017976,dvd:188351
sum:79142238,dvd:124262
sum:79422758,dvd:280520
sum:79776181,dvd:353423
sum:80431495,dvd:655314
sum:80674921,dvd:243426
sum:80722278,dvd:47357
sum:80950515,dvd:228237
sum:81409581,dvd:459066
sum:81997272,dvd:587691
sum:82262588,dvd:265316
sum:82800733,dvd:538145
sum:82823319,dvd:22586
sum:83484459,dvd:661140
sum:83921275,dvd:436816
sum:84092676,dvd:171401
sum:84127551,dvd:34875
sum:84166189,dvd:38638
sum:84294693,dvd:128504
sum:84524252,dvd:229559
sum:84846532,dvd:322280
sum:84951102,dvd:104570
sum:85077518,dvd:126416
sum:85187409,dvd:109891
sum:85447804,dvd:260395
sum:85458429,dvd:10625
sum:85768118,dvd:309689
sum:85878010,dvd:109892
sum:86203764,dvd:325754
sum:86400408,dvd:196644
sum:86510348,dvd:109940
sum:87154687,dvd:644339
sum:87287921,dvd:133234
sum:87463574,dvd:175653
sum:87723847,dvd:260273
sum:87835776,dvd:111929
sum:88122869,dvd:287093
sum:88255268,dvd:132399
sum:88381150,dvd:125882
sum:88454597,dvd:73447
sum:88614532,dvd:159935
sum:88667481,dvd:52949
sum:88831981,dvd:164500
sum:89151701,dvd:319720
sum:89297968,dvd:146267
sum:89382115,dvd:84147
sum:89499874,dvd:117759
sum:89952423,dvd:452549
sum:90708724,dvd:756301
sum:90709577,dvd:853
sum:90747202,dvd:37625
sum:90920225,dvd:173023
sum:90930263,dvd:10038
sum:91187549,dvd:257286
sum:91485541,dvd:297992
sum:92004291,dvd:518750
sum:92078716,dvd:74425
sum:92438997,dvd:360281
sum:92542545,dvd:103548
sum:93067777,dvd:525232
sum:93093186,dvd:25409
sum:93206472,dvd:113286
sum:93655814,dvd:449342
sum:93748657,dvd:92843
sum:93769205,dvd:20548
sum:93875769,dvd:106564
sum:94139428,dvd:263659
sum:94276134,dvd:136706
sum:94551272,dvd:275138
sum:94826435,dvd:275163
sum:95069016,dvd:242581
sum:95491127,dvd:422111
sum:95608025,dvd:116898
sum:95931610,dvd:323585
sum:96675090,dvd:743480
sum:97103556,dvd:428466
sum:97750982,dvd:647426
sum:98171298,dvd:420316
sum:98439398,dvd:268100
sum:98585937,dvd:146539
sum:98817370,dvd:231433
sum:99244746,dvd:427376
sum:99828607,dvd:583861
