sum:155400,dvd:0
sum:297663,dvd:142263
sum:362988,dvd:65325
sum:518717,dvd:155729
sum:617419,dvd:98702
sum:1088209,dvd:470790
sum:1496452,dvd:408243
sum:1765654,dvd:269202
sum:1910402,dvd:144748
sum:2119745,dvd:209343
sum:2153796,dvd:34051
sum:2233505,dvd:79709
sum:2365051,dvd:131546
sum:2479241,dvd:114190
sum:2560844,dvd:81603
sum:2577168,dvd:16324
sum:2987074,dvd:409906
sum:3282414,dvd:295340
sum:3550470,dvd:268056
sum:3602095,dvd:51625
sum:3604854,dvd:2759
sum:3776907,dvd:172053
sum:3789129,dvd:12222
sum:4330830,dvd:541701
sum:4362857,dvd:32027
sum:4647987,dvd:285130
sum:4897786,dvd:249799
sum:4944234,dvd:46448
sum:4947314,dvd:3080
sum:5004463,dvd:57149
sum:5321748,dvd:317285
sum:5928502,dvd:606754
sum:6137153,dvd:208651
sum:6153869,dvd:16716
sum:6158847,dvd:4978
sum:6309659,dvd:150812
sum:7591884,dvd:1282225
sum:7977310,dvd:385426
sum:8042014,dvd:64704
sum:8093506,dvd:51492
sum:8103236,dvd:9730
sum:8428567,dvd:325331
sum:8503685,dvd:75118
sum:8642399,dvd:138714
sum:8761996,dvd:119597
sum:8867836,dvd:105840
sum:8889988,dvd:22152
sum:8922333,dvd:32345
sum:9118893,dvd:196560
sum:9421586,dvd:302693
sum:10278171,dvd:856585
sum:10406490,dvd:128319
sum:10443817,dvd:37327
sum:10523355,dvd:79538
sum:10551397,dvd:28042
sum:10633151,dvd:81754
sum:11244889,dvd:611738
sum:11297319,dvd:52430
sum:11373801,dvd:76482
sum:11584789,dvd:210988
sum:12111496,dvd:526707
sum:12227039,dvd:115543
sum:12882369,dvd:655330
sum:12949075,dvd:66706
sum:12957853,dvd:8778
sum:12967994,dvd:10141
sum:13012184,dvd:44190
sum:13167584,dvd:155400
sum:13263141,dvd:95557
sum:13444936,dvd:181795
sum:13458470,dvd:13534
sum:13888149,dvd:429679
sum:14428367,dvd:540218
sum:14587893,dvd:159526
sum:14623335,dvd:35442
sum:14732546,dvd:109211
sum:14841959,dvd:109413
sum:15254708,dvd:412749
sum:15330286,dvd:75578
sum:15368975,dvd:38689
sum:15383825,dvd:14850
sum:16027880,dvd:644055
sum:16370735,dvd:342855
sum:16948861,dvd:578126
sum:17154821,dvd:205960
sum:17179939,dvd:25118
sum:17231303,dvd:51364
sum:17248702,dvd:17399
sum:17339645,dvd:90943
sum:17407162,dvd:67517
sum:17416998,dvd:9836
sum:17466325,dvd:49327
sum:17501551,dvd:35226
sum:17611842,dvd:110291
sum:17926186,dvd:314344
sum:18006990,dvd:80804
sum:18009535,dvd:2545
sum:18193009,dvd:183474
sum:19392316,dvd:1199307
sum:19642002,dvd:249686
sum:19645533,dvd:3531
sum:19856118,dvd:210585
sum:19892921,dvd:36803
sum:20221205,dvd:328284
sum:20308764,dvd:87559
sum:20337910,dvd:29146
sum:20591305,dvd:253395
sum:21258048,dvd:666743
sum:21279947,dvd:21899
sum:21310357,dvd:30410
sum:21397634,dvd:87277
sum:21558268,dvd:160634
sum:21575715,dvd:17447
sum:21736979,dvd:161264
sum:21737651,dvd:672
sum:21908287,dvd:170636
sum:22053385,dvd:145098
sum:22348974,dvd:295589
sum:22420803,dvd:71829
sum:22637680,dvd:216877
sum:22992065,dvd:354385
sum:23038490,dvd:46425
sum:23080463,dvd:41973
sum:23117045,dvd:36582
sum:23126051,dvd:9006
sum:23382668,dvd:256617
sum:23454467,dvd:71799
sum:23504660,dvd:50193
sum:23694564,dvd:189904
sum:23917954,dvd:223390
sum:23918454,dvd:500
sum:23990262,dvd:71808
sum:24031801,dvd:41539
sum:24099176,dvd:67375
sum:24197706,dvd:98530
sum:24271191,dvd:73485
sum:24629360,dvd:358169
sum:24890528,dvd:261168
sum:24916689,dvd:26161
sum:25164705,dvd:248016
sum:25707907,dvd:543202
sum:25854146,dvd:146239
sum:25977575,dvd:123429
sum:26330122,dvd:352547
sum:26415799,dvd:85677
sum:27096256,dvd:680457
sum:27301489,dvd:205233
sum:27371928,dvd:70439
sum:27465810,dvd:93882
sum:27709249,dvd:243439
sum:27812744,dvd:103495
sum:27888622,dvd:75878
sum:27964801,dvd:76179
sum:28115009,dvd:150208
sum:28292870,dvd:177861
sum:28444490,dvd:151620
sum:29143322,dvd:698832
sum:29169082,dvd:25760
sum:29240595,dvd:71513
sum:29474837,dvd:234242
sum:29890930,dvd:416093
sum:30093385,dvd:202455
sum:30500410,dvd:407025
sum:30869979,dvd:369569
sum:30969920,dvd:99941
sum:30997182,dvd:27262
sum:31065991,dvd:68809
sum:31315084,dvd:249093
sum:31847981,dvd:532897
sum:31974076,dvd:126095
sum:32350579,dvd:376503
sum:32541406,dvd:190827
sum:32594759,dvd:53353
sum:32642066,dvd:47307
sum:32698292,dvd:56226
sum:32832590,dvd:134298
sum:32998808,dvd:166218
sum:33315018,dvd:316210
sum:33336679,dvd:21661
sum:33549501,dvd:212822
sum:33564394,dvd:14893
sum:33789586,dvd:225192
sum:33902043,dvd:112457
sum:35341639,dvd:1439596
sum:35471188,dvd:129549
sum:35645713,dvd:174525
sum:35912569,dvd:266856
sum:35992061,dvd:79492
sum:36000487,dvd:8426
sum:36069029,dvd:68542
sum:36258076,dvd:189047
sum:36915481,dvd:657405
sum:37180460,dvd:264979
sum:37186157,dvd:5697
sum:38139813,dvd:953656
sum:38156490,dvd:16677
sum:38228741,dvd:72251
sum:38395644,dvd:166903
sum:38409129,dvd:13485
sum:38502855,dvd:93726
sum:38654216,dvd:151361
sum:39136775,dvd:482559
sum:39354970,dvd:218195
sum:39592207,dvd:237237
sum:39632565,dvd:40358
sum:39726946,dvd:94381
sum:39984333,dvd:257387
sum:40298121,dvd:313788
sum:40318575,dvd:20454
sum:40395444,dvd:76869
sum:40493125,dvd:97681
sum:40508164,dvd:15039
sum:41175022,dvd:666858
sum:41200062,dvd:25040
sum:41370976,dvd:170914
sum:41686364,dvd:315388
sum:41795645,dvd:109281
sum:42000352,dvd:204707
sum:42344375,dvd:344023
sum:42463080,dvd:118705
sum:42559628,dvd:96548
sum:42566095,dvd:6467
sum:42852989,dvd:286894
sum:42953048,dvd:100059
sum:44011278,dvd:1058230
sum:44032803,dvd:21525
sum:45128566,dvd:1095763
sum:45476091,dvd:347525
sum:45540915,dvd:64824
sum:46352081,dvd:811166
sum:46360516,dvd:8435
