sum:11295,dvd:0
sum:76277,dvd:64982
sum:84072,dvd:7795
sum:92614,dvd:8542
sum:121574,dvd:28960
sum:140712,dvd:19138
sum:220616,dvd:79904
sum:237665,dvd:17049
sum:243055,dvd:5390
sum:295784,dvd:52729
sum:380082,dvd:84298
sum:431783,dvd:51701
sum:469993,dvd:38210
sum:512889,dvd:42896
sum:528883,dvd:15994
sum:618136,dvd:89253
sum:698804,dvd:80668
sum:707472,dvd:8668
sum:711166,dvd:3694
sum:760482,dvd:49316
sum:802832,dvd:42350
sum:845644,dvd:42812
sum:847179,dvd:1535
sum:933653,dvd:86474
sum:984592,dvd:50939
sum:985048,dvd:456
sum:1049784,dvd:64736
sum:1091140,dvd:41356
sum:1171560,dvd:80420
sum:1185104,dvd:13544
sum:1190535,dvd:5431
sum:1243271,dvd:52736
sum:1273013,dvd:29742
sum:1327148,dvd:54135
sum:1373863,dvd:46715
sum:1483083,dvd:109220
sum:1502948,dvd:19865
sum:1541943,dvd:38995
sum:1650965,dvd:109022
sum:1672940,dvd:21975
sum:1709879,dvd:36939
sum:1741394,dvd:31515
sum:1765308,dvd:23914
sum:1911471,dvd:146163
sum:1970785,dvd:59314
sum:2131207,dvd:160422
sum:2154377,dvd:23170
sum:2191817,dvd:37440
sum:2195296,dvd:3479
sum:2293932,dvd:98636
sum:2337667,dvd:43735
sum:2343386,dvd:5719
sum:2361603,dvd:18217
sum:2417845,dvd:56242
sum:2447169,dvd:29324
sum:2593373,dvd:146204
sum:2614962,dvd:21589
sum:2621395,dvd:6433
sum:2673425,dvd:52030
sum:2690005,dvd:16580
sum:2690038,dvd:33
sum:2761293,dvd:71255
sum:2782153,dvd:20860
sum:2782612,dvd:459
sum:2850729,dvd:68117
sum:2871152,dvd:20423
sum:2874072,dvd:2920
sum:2908554,dvd:34482
sum:2960260,dvd:51706
sum:3028397,dvd:68137
sum:3084749,dvd:56352
sum:3092181,dvd:7432
sum:3105817,dvd:13636
sum:3176996,dvd:71179
sum:3201653,dvd:24657
sum:3366036,dvd:164383
sum:3428535,dvd:62499
sum:3433076,dvd:4541
sum:3437104,dvd:4028
sum:3453956,dvd:16852
sum:3477502,dvd:23546
sum:3479212,dvd:1710
sum:3513007,dvd:33795
sum:3542912,dvd:29905
sum:3607244,dvd:64332
sum:3612740,dvd:5496
sum:3633089,dvd:20349
sum:3686537,dvd:53448
sum:3745112,dvd:58575
sum:3785369,dvd:40257
sum:3849159,dvd:63790
sum:3860134,dvd:10975
sum:3952693,dvd:92559
sum:3986157,dvd:33464
sum:3986177,dvd:20
sum:3995561,dvd:9384
sum:4049088,dvd:53527
sum:4376204,dvd:327116
sum:4424745,dvd:48541
sum:4429202,dvd:4457
sum:4453616,dvd:24414
sum:4479442,dvd:25826
sum:4581834,dvd:102392
sum:4583168,dvd:1334
sum:4608055,dvd:24887
sum:4609445,dvd:1390
sum:4627058,dvd:17613
sum:4697696,dvd:70638
sum:4728262,dvd:30566
sum:4730770,dvd:2508
sum:4741195,dvd:10425
sum:4760424,dvd:19229
sum:4783020,dvd:22596
sum:4790212,dvd:7192
sum:4821719,dvd:31507
sum:4847268,dvd:25549
sum:4971490,dvd:124222
sum:5032683,dvd:61193
sum:5107474,dvd:74791
sum:5293290,dvd:185816
sum:5319040,dvd:25750
sum:5348485,dvd:29445
sum:5382506,dvd:34021
sum:5382773,dvd:267
sum:5419747,dvd:36974
sum:5455331,dvd:35584
sum:5469135,dvd:13804
sum:5490216,dvd:21081
sum:5501371,dvd:11155
sum:5513638,dvd:12267
sum:5547462,dvd:33824
sum:5611188,dvd:63726
sum:5638513,dvd:27325
sum:5656772,dvd:18259
sum:5742705,dvd:85933
sum:5816519,dvd:73814
sum:5852224,dvd:35705
sum:5914992,dvd:62768
sum:5935971,dvd:20979
sum:5960787,dvd:24816
sum:6001552,dvd:40765
sum:6019050,dvd:17498
sum:6044394,dvd:25344
sum:6087044,dvd:42650
sum:6265527,dvd:178483
sum:6297849,dvd:32322
sum:6401362,dvd:103513
sum:6473889,dvd:72527
sum:6497141,dvd:23252
sum:6540253,dvd:43112
sum:6633862,dvd:93609
sum:6664197,dvd:30335
sum:6676827,dvd:12630
sum:6761182,dvd:84355
sum:6791342,dvd:30160
sum:6902855,dvd:111513
sum:7042003,dvd:139148
sum:7081032,dvd:39029
sum:7117665,dvd:36633
sum:7267818,dvd:150153
sum:7336493,dvd:68675
sum:7356653,dvd:20160
sum:7392421,dvd:35768
sum:7497736,dvd:105315
sum:7637675,dvd:139939
sum:7675687,dvd:38012
sum:7702471,dvd:26784
sum:7784586,dvd:82115
sum:7799303,dvd:14717
sum:7804030,dvd:4727
sum:7949131,dvd:145101
sum:7968905,dvd:19774
sum:7995878,dvd:26973
sum:8023338,dvd:27460
sum:8032200,dvd:8862
sum:8289891,dvd:257691
sum:8296096,dvd:6205
sum:8323300,dvd:27204
sum:8325382,dvd:2082
sum:8385932,dvd:60550
sum:8576199,dvd:190267
sum:8605871,dvd:29672
sum:8639464,dvd:33593
sum:8689326,dvd:49862
sum:8795538,dvd:106212
sum:8848001,dvd:52463
sum:8889802,dvd:41801
sum:8912973,dvd:23171
sum:8942427,dvd:29454
sum:8971233,dvd:28806
sum:8999846,dvd:28613
sum:9013930,dvd:14084
sum:9178548,dvd:164618
sum:9219149,dvd:40601
sum:9333193,dvd:114044
sum:9431052,dvd:97859
sum:9442177,dvd:11125
sum:9481124,dvd:38947
sum:9502089,dvd:20965
sum:9529144,dvd:27055
sum:9548995,dvd:19851
sum:9656034,dvd:107039
sum:9741597,dvd:85563
sum:9816456,dvd:74859
sum:9891059,dvd:74603
sum:9904398,dvd:13339
sum:9973085,dvd:68687
sum:9995827,dvd:22742
sum:10070295,dvd:74468
sum:10091515,dvd:21220
sum:10093862,dvd:2347
sum:10128508,dvd:34646
sum:10144190,dvd:15682
sum:10279082,dvd:134892
sum:10310867,dvd:31785
sum:10310878,dvd:11
sum:10330756,dvd:19878
sum:10343930,dvd:13174
sum:10475630,dvd:131700
sum:10545425,dvd:69795
sum:10554571,dvd:9146
sum:10631925,dvd:77354
sum:10635413,dvd:3488
sum:10638332,dvd:2919
sum:10694707,dvd:56375
sum:10757806,dvd:63099
sum:10896275,dvd:138469
sum:10948340,dvd:52065
sum:10951139,dvd:2799
