sum:1530992,dvd:0
sum:2083759,dvd:552767
sum:3523127,dvd:1439368
sum:4722615,dvd:1199488
sum:10499752,dvd:5777137
sum:10559812,dvd:60060
sum:17841812,dvd:7282000
sum:19058681,dvd:1216869
sum:22580264,dvd:3521583
sum:23323131,dvd:742867
sum:33832708,dvd:10509577
sum:35249519,dvd:1416811
sum:45969273,dvd:10719754
sum:52932887,dvd:6963614
sum:54392025,dvd:1459138
sum:58229678,dvd:3837653
sum:61232778,dvd:3003100
sum:63695579,dvd:2462801
sum:67916318,dvd:4220739
sum:72578023,dvd:4661705
sum:73180512,dvd:602489
sum:76987550,dvd:3807038
sum:77745001,dvd:757451
sum:82606343,dvd:4861342
sum:83513295,dvd:906952
sum:84695893,dvd:1182598
sum:85516511,dvd:820618
sum:86039690,dvd:523179
sum:86796216,dvd:756526
sum:89286519,dvd:2490303
sum:89926327,dvd:639808
sum:90246869,dvd:320542
sum:93992926,dvd:3746057
