sum:648609,dvd:0
sum:1010171,dvd:361562
sum:1248883,dvd:238712
sum:1494874,dvd:245991
sum:1637875,dvd:143001
sum:1723257,dvd:85382
sum:2524941,dvd:801684
sum:2738536,dvd:213595
sum:3024082,dvd:285546
sum:3112077,dvd:87995
sum:3216462,dvd:104385
sum:3874910,dvd:658448
sum:4004830,dvd:129920
sum:4108250,dvd:103420
sum:5456891,dvd:1348641
sum:5722893,dvd:266002
sum:5787729,dvd:64836
sum:5797387,dvd:9658
sum:6070846,dvd:273459
sum:6151739,dvd:80893
sum:7363560,dvd:1211821
sum:7459368,dvd:95808
sum:7627773,dvd:168405
sum:7697050,dvd:69277
sum:7823558,dvd:126508
sum:7830161,dvd:6603
sum:7861074,dvd:30913
sum:8023926,dvd:162852
sum:8622547,dvd:598621
sum:8728235,dvd:105688
sum:8985796,dvd:257561
sum:9106962,dvd:121166
sum:9897488,dvd:790526
sum:10388582,dvd:491094
sum:11049988,dvd:661406
sum:11063423,dvd:13435
sum:11825124,dvd:761701
sum:11994842,dvd:169718
sum:12306002,dvd:311160
sum:12540326,dvd:234324
sum:12740681,dvd:200355
sum:12889106,dvd:148425
sum:12901717,dvd:12611
sum:14024483,dvd:1122766
sum:14165701,dvd:141218
sum:14579569,dvd:413868
sum:14937705,dvd:358136
sum:15081031,dvd:143326
sum:15085151,dvd:4120
sum:15404348,dvd:319197
sum:15526606,dvd:122258
sum:16046756,dvd:520150
sum:16117041,dvd:70285
sum:16366503,dvd:249462
sum:16685437,dvd:318934
sum:16791849,dvd:106412
sum:17733260,dvd:941411
sum:18295061,dvd:561801
sum:18305816,dvd:10755
sum:18435489,dvd:129673
sum:18562639,dvd:127150
sum:19561094,dvd:998455
sum:19735829,dvd:174735
sum:20061063,dvd:325234
sum:21667143,dvd:1606080
sum:22083278,dvd:416135
sum:22125806,dvd:42528
sum:22335990,dvd:210184
sum:22607399,dvd:271409
sum:22751263,dvd:143864
sum:23021403,dvd:270140
sum:23087131,dvd:65728
sum:23451035,dvd:363904
sum:23656628,dvd:205593
