sum:198593,dvd:0
sum:329761,dvd:131168
sum:803974,dvd:474213
sum:1457214,dvd:653240
sum:2657789,dvd:1200575
sum:2680759,dvd:22970
sum:2922887,dvd:242128
sum:2954839,dvd:31952
sum:3000827,dvd:45988
sum:3113938,dvd:113111
sum:3342839,dvd:228901
sum:3986930,dvd:644091
sum:4081413,dvd:94483
sum:4432894,dvd:351481
sum:5345029,dvd:912135
sum:5786379,dvd:441350
sum:6657839,dvd:871460
sum:6764349,dvd:106510
sum:6806539,dvd:42190
sum:7883095,dvd:1076556
sum:7925727,dvd:42632
sum:7983149,dvd:57422
sum:8143344,dvd:160195
sum:8675891,dvd:532547
sum:8785417,dvd:109526
sum:9381886,dvd:596469
sum:10477269,dvd:1095383
sum:10508559,dvd:31290
sum:11348916,dvd:840357
sum:11643992,dvd:295076
sum:11945696,dvd:301704
sum:11956112,dvd:10416
sum:12500220,dvd:544108
sum:13672180,dvd:1171960
sum:13696895,dvd:24715
sum:13870643,dvd:173748
sum:14081712,dvd:211069
sum:15202078,dvd:1120366
sum:15792601,dvd:590523
sum:16251620,dvd:459019
sum:16603499,dvd:351879
sum:18502354,dvd:1898855
sum:18524440,dvd:22086
sum:19087466,dvd:563026
sum:19097399,dvd:9933
sum:19402287,dvd:304888
sum:20620892,dvd:1218605
sum:21409188,dvd:788296
sum:22014053,dvd:604865
sum:22392241,dvd:378188
sum:22790951,dvd:398710
sum:23027140,dvd:236189
sum:23548809,dvd:521669
sum:24189209,dvd:640400
sum:24293670,dvd:104461
sum:24719187,dvd:425517
sum:25682893,dvd:963706
sum:25951001,dvd:268108
sum:25954441,dvd:3440
sum:26030858,dvd:76417
sum:26107748,dvd:76890
sum:26131562,dvd:23814
sum:26486797,dvd:355235
sum:26723115,dvd:236318
sum:27229742,dvd:506627
sum:27704489,dvd:474747
sum:28177187,dvd:472698
sum:28970390,dvd:793203
sum:29454807,dvd:484417
sum:30201313,dvd:746506
sum:32046634,dvd:1845321
sum:32495051,dvd:448417
sum:32544953,dvd:49902
sum:33143549,dvd:598596
sum:33627512,dvd:483963
sum:33663372,dvd:35860
sum:35508192,dvd:1844820
sum:35661188,dvd:152996
sum:35904363,dvd:243175
sum:36092783,dvd:188420
sum:36380914,dvd:288131
sum:36566189,dvd:185275
sum:36735339,dvd:169150
sum:37222811,dvd:487472
sum:38594864,dvd:1372053
sum:38695937,dvd:101073
sum:38860263,dvd:164326
sum:39525799,dvd:665536
sum:39609346,dvd:83547
sum:39763278,dvd:153932
sum:39979494,dvd:216216
sum:40349630,dvd:370136
sum:41550089,dvd:1200459
sum:41945520,dvd:395431
sum:42435010,dvd:489490
sum:42705374,dvd:270364
sum:42893194,dvd:187820
sum:43295418,dvd:402224
sum:43323721,dvd:28303
sum:43324096,dvd:375
sum:43489008,dvd:164912
sum:43772531,dvd:283523
sum:43781282,dvd:8751
sum:44093056,dvd:311774
sum:44775690,dvd:682634
sum:44903852,dvd:128162
sum:45568922,dvd:665070
sum:45601797,dvd:32875
sum:45675641,dvd:73844
sum:45717606,dvd:41965
sum:46162852,dvd:445246
sum:46207569,dvd:44717
sum:46292536,dvd:84967
sum:46759361,dvd:466825
sum:47534630,dvd:775269
sum:47640016,dvd:105386
sum:47885822,dvd:245806
sum:48130581,dvd:244759
sum:48164798,dvd:34217
sum:49848345,dvd:1683547
sum:50237178,dvd:388833
sum:50263497,dvd:26319
sum:50354597,dvd:91100
sum:50578867,dvd:224270
sum:51342336,dvd:763469
sum:51583785,dvd:241449
sum:51857184,dvd:273399
sum:52944675,dvd:1087491
sum:53131661,dvd:186986
sum:53228453,dvd:96792
sum:53646546,dvd:418093
sum:53731749,dvd:85203
sum:53980863,dvd:249114
sum:54125610,dvd:144747
sum:54238499,dvd:112889
sum:54512562,dvd:274063
sum:54630950,dvd:118388
sum:56237757,dvd:1606807
sum:56943025,dvd:705268
sum:57239155,dvd:296130
sum:57541663,dvd:302508
sum:58189691,dvd:648028
sum:58356613,dvd:166922
sum:58707995,dvd:351382
sum:58728140,dvd:20145
sum:58910200,dvd:182060
sum:58946056,dvd:35856
sum:59335410,dvd:389354
sum:59578984,dvd:243574
sum:59607074,dvd:28090
sum:60299647,dvd:692573
sum:60783751,dvd:484104
sum:61087012,dvd:303261
sum:61861862,dvd:774850
sum:61991015,dvd:129153
sum:62285812,dvd:294797
sum:62898283,dvd:612471
sum:63489238,dvd:590955
sum:64364197,dvd:874959
sum:64516226,dvd:152029
sum:64533415,dvd:17189
sum:64729510,dvd:196095
sum:64844319,dvd:114809
sum:65025945,dvd:181626
sum:65874119,dvd:848174
sum:66037689,dvd:163570
sum:67939512,dvd:1901823
sum:68678052,dvd:738540
sum:68763147,dvd:85095
sum:69115156,dvd:352009
sum:69403504,dvd:288348
sum:69459235,dvd:55731
sum:69616975,dvd:157740
sum:69713172,dvd:96197
sum:69753108,dvd:39936
sum:69947654,dvd:194546
sum:69999351,dvd:51697
sum:70565450,dvd:566099
sum:70819785,dvd:254335
sum:71261016,dvd:441231
sum:71675211,dvd:414195
sum:71837579,dvd:162368
sum:72153212,dvd:315633
sum:72168047,dvd:14835
sum:72632530,dvd:464483
sum:72666847,dvd:34317
sum:72704768,dvd:37921
sum:72915237,dvd:210469
sum:72948523,dvd:33286
sum:73297491,dvd:348968
sum:73300987,dvd:3496
sum:73527523,dvd:226536
sum:73636896,dvd:109373
sum:74212564,dvd:575668
sum:74646680,dvd:434116
sum:74856455,dvd:209775
sum:75100889,dvd:244434
sum:76080350,dvd:979461
sum:76206088,dvd:125738
sum:76889189,dvd:683101
sum:77372871,dvd:483682
sum:78092219,dvd:719348
sum:78331707,dvd:239488
sum:78589262,dvd:257555
sum:78886314,dvd:297052
sum:79074549,dvd:188235
sum:79496785,dvd:422236
sum:80277051,dvd:780266
sum:80494912,dvd:217861
sum:80697075,dvd:202163
sum:81889859,dvd:1192784
sum:81953167,dvd:63308
sum:82318026,dvd:364859
sum:83826615,dvd:1508589
sum:84247436,dvd:420821
sum:84889888,dvd:642452
sum:85309513,dvd:419625
sum:85320329,dvd:10816
sum:85448431,dvd:128102
sum:85696602,dvd:248171
sum:85969626,dvd:273024
sum:86578864,dvd:609238
sum:86934880,dvd:356016
sum:87184857,dvd:249977
sum:87201822,dvd:16965
sum:87221144,dvd:19322
sum:87505577,dvd:284433
sum:87593731,dvd:88154
sum:87693838,dvd:100107
sum:87859274,dvd:165436
sum:88023788,dvd:164514
sum:88323495,dvd:299707
sum:88392225,dvd:68730
sum:89109890,dvd:717665
sum:89270551,dvd:160661
sum:90085310,dvd:814759
sum:90406555,dvd:321245
sum:90426643,dvd:20088
sum:90428392,dvd:1749
sum:92238614,dvd:1810222
sum:93172003,dvd:933389
sum:93295501,dvd:123498
sum:94390989,dvd:1095488
sum:94400006,dvd:9017
