sum:633519,dvd:0
sum:866457,dvd:232938
sum:968514,dvd:102057
sum:1141294,dvd:172780
sum:1466902,dvd:325608
sum:1536541,dvd:69639
sum:1724302,dvd:187761
sum:1737304,dvd:13002
sum:1951879,dvd:214575
sum:2519300,dvd:567421
sum:2789673,dvd:270373
sum:3262671,dvd:472998
sum:3319736,dvd:57065
sum:3326946,dvd:7210
sum:3560181,dvd:233235
sum:3829488,dvd:269307
sum:3897524,dvd:68036
sum:3924430,dvd:26906
sum:4157423,dvd:232993
sum:5406502,dvd:1249079
sum:5779617,dvd:373115
sum:6074467,dvd:294850
sum:6499215,dvd:424748
sum:6923365,dvd:424150
sum:7241637,dvd:318272
sum:7302423,dvd:60786
sum:7487416,dvd:184993
sum:7513532,dvd:26116
sum:7559974,dvd:46442
sum:7598179,dvd:38205
sum:7993681,dvd:395502
sum:8157720,dvd:164039
sum:8301329,dvd:143609
sum:8343744,dvd:42415
sum:8525264,dvd:181520
sum:9287166,dvd:761902
sum:9350383,dvd:63217
sum:9751223,dvd:400840
sum:9968213,dvd:216990
sum:10723454,dvd:755241
sum:10767211,dvd:43757
sum:10821443,dvd:54232
sum:11013494,dvd:192051
sum:11586539,dvd:573045
sum:11623055,dvd:36516
sum:11929291,dvd:306236
sum:12749142,dvd:819851
sum:12964622,dvd:215480
sum:13276791,dvd:312169
sum:13282051,dvd:5260
sum:13951269,dvd:669218
sum:14629167,dvd:677898
sum:14630690,dvd:1523
sum:14722093,dvd:91403
sum:15265973,dvd:543880
sum:15373317,dvd:107344
sum:15747855,dvd:374538
sum:15836984,dvd:89129
sum:15911968,dvd:74984
sum:16085915,dvd:173947
sum:16215489,dvd:129574
sum:16239542,dvd:24053
sum:16312041,dvd:72499
sum:16334193,dvd:22152
sum:16457062,dvd:122869
sum:16475130,dvd:18068
sum:16837640,dvd:362510
sum:16995073,dvd:157433
sum:17271985,dvd:276912
sum:17349490,dvd:77505
sum:17364413,dvd:14923
sum:17556349,dvd:191936
sum:18124928,dvd:568579
sum:19159483,dvd:1034555
sum:19327198,dvd:167715
sum:19839292,dvd:512094
sum:19909235,dvd:69943
sum:20104040,dvd:194805
sum:20394965,dvd:290925
sum:21057074,dvd:662109
sum:21444860,dvd:387786
sum:21514444,dvd:69584
sum:21619155,dvd:104711
sum:21622190,dvd:3035
sum:21687210,dvd:65020
sum:22276076,dvd:588866
sum:22758775,dvd:482699
sum:22822227,dvd:63452
sum:22916391,dvd:94164
sum:23161192,dvd:244801
sum:23384896,dvd:223704
sum:23407038,dvd:22142
sum:23443292,dvd:36254
sum:24059777,dvd:616485
sum:24108826,dvd:49049
sum:24213042,dvd:104216
sum:24507767,dvd:294725
sum:24902016,dvd:394249
sum:25738745,dvd:836729
sum:26039545,dvd:300800
sum:26175649,dvd:136104
sum:26177716,dvd:2067
sum:26790573,dvd:612857
sum:27550514,dvd:759941
sum:27557045,dvd:6531
sum:27601735,dvd:44690
sum:27956777,dvd:355042
sum:28167075,dvd:210298
sum:28297876,dvd:130801
sum:28425798,dvd:127922
sum:28840758,dvd:414960
sum:29377367,dvd:536609
sum:29703710,dvd:326343
sum:29831055,dvd:127345
sum:30050869,dvd:219814
sum:30179588,dvd:128719
sum:30225678,dvd:46090
sum:30292027,dvd:66349
sum:30625696,dvd:333669
sum:30791766,dvd:166070
sum:30846712,dvd:54946
sum:30850347,dvd:3635
sum:31159515,dvd:309168
sum:31363391,dvd:203876
sum:31796722,dvd:433331
sum:31935003,dvd:138281
sum:32738998,dvd:803995
sum:33134454,dvd:395456
sum:33617260,dvd:482806
sum:33859849,dvd:242589
sum:34194004,dvd:334155
sum:34549649,dvd:355645
sum:34622768,dvd:73119
sum:34726006,dvd:103238
sum:34788750,dvd:62744
sum:34826377,dvd:37627
sum:34931138,dvd:104761
sum:34982139,dvd:51001
sum:35040042,dvd:57903
sum:35131912,dvd:91870
sum:35231898,dvd:99986
sum:35242179,dvd:10281
sum:35581813,dvd:339634
sum:35591336,dvd:9523
sum:36256744,dvd:665408
sum:36357042,dvd:100298
sum:37194391,dvd:837349
sum:37452311,dvd:257920
sum:37834067,dvd:381756
sum:38487311,dvd:653244
sum:38978732,dvd:491421
sum:39605551,dvd:626819
sum:39937069,dvd:331518
sum:39969062,dvd:31993
sum:39987674,dvd:18612
sum:40379870,dvd:392196
sum:40515072,dvd:135202
sum:40908896,dvd:393824
sum:40948166,dvd:39270
sum:40988453,dvd:40287
sum:41048636,dvd:60183
sum:41162896,dvd:114260
sum:41515756,dvd:352860
sum:41932939,dvd:417183
sum:42098441,dvd:165502
sum:42306090,dvd:207649
sum:42307118,dvd:1028
sum:42550360,dvd:243242
sum:42556815,dvd:6455
sum:43414223,dvd:857408
sum:43535821,dvd:121598
sum:43779689,dvd:243868
sum:43782219,dvd:2530
sum:43864251,dvd:82032
sum:44047435,dvd:183184
sum:44492570,dvd:445135
sum:44658744,dvd:166174
sum:44846496,dvd:187752
sum:45047114,dvd:200618
sum:45175583,dvd:128469
sum:45266545,dvd:90962
sum:45421510,dvd:154965
sum:45523731,dvd:102221
sum:45688781,dvd:165050
sum:45842978,dvd:154197
sum:46091070,dvd:248092
sum:46130922,dvd:39852
sum:46325845,dvd:194923
sum:46347939,dvd:22094
sum:46591791,dvd:243852
sum:46816272,dvd:224481
sum:46928774,dvd:112502
sum:47325740,dvd:396966
sum:47754029,dvd:428289
sum:48017767,dvd:263738
sum:48180512,dvd:162745
sum:48606730,dvd:426218
sum:49263132,dvd:656402
sum:49489760,dvd:226628
sum:49582189,dvd:92429
sum:49591573,dvd:9384
sum:49704400,dvd:112827
sum:49778997,dvd:74597
sum:49937181,dvd:158184
sum:50043631,dvd:106450
sum:50078454,dvd:34823
sum:50503935,dvd:425481
sum:50628710,dvd:124775
sum:50744266,dvd:115556
sum:50893527,dvd:149261
sum:51078147,dvd:184620
sum:51459136,dvd:380989
sum:51504237,dvd:45101
sum:51567495,dvd:63258
sum:51657904,dvd:90409
sum:51729242,dvd:71338
sum:52042992,dvd:313750
sum:52149850,dvd:106858
sum:52215060,dvd:65210
sum:52404881,dvd:189821
sum:53267313,dvd:862432
sum:53528601,dvd:261288
sum:53829716,dvd:301115
sum:53856499,dvd:26783
sum:54087622,dvd:231123
sum:54597787,dvd:510165
sum:55084150,dvd:486363
sum:55097131,dvd:12981
sum:55183967,dvd:86836
sum:56168373,dvd:984406
sum:56200196,dvd:31823
sum:56791749,dvd:591553
sum:56886210,dvd:94461
sum:57133841,dvd:247631
sum:57205634,dvd:71793
sum:57491245,dvd:285611
sum:57634075,dvd:142830
sum:57767746,dvd:133671
sum:58268350,dvd:500604
sum:58428217,dvd:159867
sum:59027841,dvd:599624
sum:59030763,dvd:2922
sum:59485731,dvd:454968
sum:59893112,dvd:407381
sum:60001106,dvd:107994
