sum:1224703,dvd:0
sum:6320371,dvd:5095668
sum:10844357,dvd:4523986
sum:11978842,dvd:1134485
sum:12212327,dvd:233485
sum:12965172,dvd:752845
sum:16248410,dvd:3283238
sum:18229132,dvd:1980722
sum:18753412,dvd:524280
sum:19429282,dvd:675870
sum:20258680,dvd:829398
sum:20794806,dvd:536126
sum:21947117,dvd:1152311
sum:36309282,dvd:14362165
sum:37959100,dvd:1649818
sum:38346220,dvd:387120
sum:38568777,dvd:222557
sum:38636540,dvd:67763
sum:40207254,dvd:1570714
sum:40710472,dvd:503218
sum:40990447,dvd:279975
sum:41021488,dvd:31041
sum:43356376,dvd:2334888
sum:43600169,dvd:243793
sum:48238051,dvd:4637882
sum:49509630,dvd:1271579
sum:49959105,dvd:449475
sum:53750460,dvd:3791355
sum:54614885,dvd:864425
sum:57456369,dvd:2841484
sum:58371180,dvd:914811
sum:58817375,dvd:446195
sum:59806782,dvd:989407
sum:60057269,dvd:250487
sum:63696921,dvd:3639652
sum:69394961,dvd:5698040
sum:70702990,dvd:1308029
sum:72854477,dvd:2151487
sum:75582950,dvd:2728473
sum:78086052,dvd:2503102
sum:79071187,dvd:985135
sum:81735382,dvd:2664195
sum:84340945,dvd:2605563
sum:87339306,dvd:2998361
sum:92347436,dvd:5008130
sum:93196878,dvd:849442
sum:93251800,dvd:54922
sum:94600210,dvd:1348410
sum:97267000,dvd:2666790
sum:97355330,dvd:88330
sum:99075964,dvd:1720634
