sum:13312,dvd:0
sum:33173,dvd:19861
sum:53472,dvd:20299
sum:68581,dvd:15109
sum:96322,dvd:27741
sum:141050,dvd:44728
sum:157311,dvd:16261
sum:222346,dvd:65035
sum:290529,dvd:68183
sum:320662,dvd:30133
sum:337911,dvd:17249
sum:450776,dvd:112865
sum:473927,dvd:23151
sum:481871,dvd:7944
sum:563722,dvd:81851
sum:612709,dvd:48987
sum:662252,dvd:49543
sum:666371,dvd:4119
sum:678879,dvd:12508
sum:689636,dvd:10757
sum:696484,dvd:6848
sum:733804,dvd:37320
sum:741269,dvd:7465
sum:762360,dvd:21091
sum:871114,dvd:108754
sum:881555,dvd:10441
sum:922849,dvd:41294
sum:953120,dvd:30271
sum:960235,dvd:7115
sum:1037890,dvd:77655
sum:1042143,dvd:4253
sum:1045149,dvd:3006
sum:1080196,dvd:35047
sum:1090291,dvd:10095
sum:1101366,dvd:11075
sum:1163976,dvd:62610
sum:1260995,dvd:97019
sum:1263729,dvd:2734
sum:1282717,dvd:18988
sum:1312308,dvd:29591
sum:1412501,dvd:100193
sum:1444113,dvd:31612
sum:1450363,dvd:6250
sum:1578429,dvd:128066
sum:1580977,dvd:2548
sum:1608025,dvd:27048
sum:1614172,dvd:6147
sum:1631750,dvd:17578
sum:1639978,dvd:8228
sum:1721125,dvd:81147
sum:1816359,dvd:95234
sum:1825022,dvd:8663
sum:1883220,dvd:58198
sum:1947455,dvd:64235
sum:1949449,dvd:1994
sum:1976671,dvd:27222
sum:1991056,dvd:14385
sum:2001393,dvd:10337
sum:2010060,dvd:8667
sum:2035329,dvd:25269
sum:2060846,dvd:25517
sum:2080853,dvd:20007
sum:2115583,dvd:34730
sum:2169720,dvd:54137
sum:2210474,dvd:40754
sum:2213777,dvd:3303
sum:2287491,dvd:73714
sum:2294340,dvd:6849
sum:2433507,dvd:139167
sum:2452286,dvd:18779
sum:2468877,dvd:16591
sum:2487407,dvd:18530
sum:2551682,dvd:64275
sum:2554495,dvd:2813
sum:2630970,dvd:76475
sum:2669646,dvd:38676
sum:2676259,dvd:6613
sum:2680362,dvd:4103
sum:2890532,dvd:210170
sum:2925905,dvd:35373
sum:2939477,dvd:13572
sum:2945420,dvd:5943
sum:2963758,dvd:18338
sum:3001560,dvd:37802
sum:3025186,dvd:23626
sum:3070474,dvd:45288
sum:3157185,dvd:86711
sum:3169658,dvd:12473
sum:3185159,dvd:15501
sum:3191287,dvd:6128
sum:3219442,dvd:28155
sum:3231603,dvd:12161
sum:3258217,dvd:26614
sum:3263222,dvd:5005
sum:3277881,dvd:14659
sum:3293281,dvd:15400
sum:3350779,dvd:57498
sum:3392526,dvd:41747
sum:3461156,dvd:68630
sum:3479591,dvd:18435
sum:3588178,dvd:108587
sum:3588613,dvd:435
sum:3639819,dvd:51206
sum:3653161,dvd:13342
sum:3659873,dvd:6712
sum:3669335,dvd:9462
sum:3701914,dvd:32579
sum:3734709,dvd:32795
sum:3735544,dvd:835
sum:3770411,dvd:34867
sum:3801553,dvd:31142
sum:3802671,dvd:1118
sum:3822411,dvd:19740
sum:3827804,dvd:5393
sum:3833463,dvd:5659
sum:3858520,dvd:25057
sum:3930550,dvd:72030
sum:3993496,dvd:62946
sum:4144283,dvd:150787
sum:4148379,dvd:4096
sum:4175490,dvd:27111
sum:4255091,dvd:79601
sum:4304557,dvd:49466
sum:4312470,dvd:7913
sum:4326688,dvd:14218
sum:4515222,dvd:188534
sum:4553678,dvd:38456
sum:4575379,dvd:21701
sum:4662397,dvd:87018
sum:4723493,dvd:61096
sum:4728374,dvd:4881
sum:4735301,dvd:6927
sum:4736458,dvd:1157
sum:4762572,dvd:26114
sum:4773365,dvd:10793
sum:4838616,dvd:65251
sum:4859338,dvd:20722
sum:4903175,dvd:43837
sum:4903447,dvd:272
sum:4933860,dvd:30413
sum:4953699,dvd:19839
sum:5010161,dvd:56462
sum:5074964,dvd:64803
sum:5087111,dvd:12147
sum:5099104,dvd:11993
sum:5127669,dvd:28565
sum:5131108,dvd:3439
sum:5162394,dvd:31286
sum:5225158,dvd:62764
sum:5227467,dvd:2309
sum:5262027,dvd:34560
sum:5301667,dvd:39640
sum:5329902,dvd:28235
sum:5343738,dvd:13836
sum:5356923,dvd:13185
sum:5372383,dvd:15460
sum:5404352,dvd:31969
sum:5435418,dvd:31066
sum:5446361,dvd:10943
sum:5492315,dvd:45954
sum:5572884,dvd:80569
sum:5580533,dvd:7649
sum:5601925,dvd:21392
sum:5720955,dvd:119030
sum:5733497,dvd:12542
sum:5743644,dvd:10147
sum:5773111,dvd:29467
sum:5834520,dvd:61409
