sum:7619,dvd:0
sum:19680,dvd:12061
sum:117598,dvd:97918
sum:231029,dvd:113431
sum:368200,dvd:137171
sum:426921,dvd:58721
sum:607742,dvd:180821
sum:710166,dvd:102424
sum:747492,dvd:37326
sum:1029169,dvd:281677
sum:1102096,dvd:72927
sum:1232647,dvd:130551
sum:1254280,dvd:21633
sum:1292089,dvd:37809
sum:1319946,dvd:27857
sum:1500548,dvd:180602
sum:1543089,dvd:42541
sum:1640141,dvd:97052
sum:1650770,dvd:10629
sum:1677034,dvd:26264
sum:1756774,dvd:79740
sum:1793012,dvd:36238
sum:1815878,dvd:22866
sum:1841919,dvd:26041
sum:1923202,dvd:81283
sum:1945629,dvd:22427
sum:1965257,dvd:19628
sum:2023751,dvd:58494
sum:2109453,dvd:85702
sum:2176757,dvd:67304
sum:2183803,dvd:7046
sum:2252253,dvd:68450
sum:2277132,dvd:24879
sum:2307271,dvd:30139
sum:2309746,dvd:2475
sum:2328087,dvd:18341
sum:2344419,dvd:16332
sum:2353886,dvd:9467
sum:2361056,dvd:7170
sum:2372783,dvd:11727
sum:2374829,dvd:2046
sum:2397349,dvd:22520
sum:2470859,dvd:73510
sum:2523830,dvd:52971
sum:2528746,dvd:4916
sum:2548396,dvd:19650
sum:2569891,dvd:21495
sum:2604266,dvd:34375
sum:2626182,dvd:21916
sum:2761311,dvd:135129
sum:2774722,dvd:13411
sum:2775642,dvd:920
sum:2792980,dvd:17338
sum:2912322,dvd:119342
sum:2914384,dvd:2062
sum:2997665,dvd:83281
sum:3033920,dvd:36255
sum:3069040,dvd:35120
sum:3073027,dvd:3987
sum:3130334,dvd:57307
sum:3212311,dvd:81977
sum:3268902,dvd:56591
sum:3403142,dvd:134240
sum:3455066,dvd:51924
sum:3505813,dvd:50747
sum:3537264,dvd:31451
sum:3554735,dvd:17471
sum:3557781,dvd:3046
sum:3670550,dvd:112769
sum:3676398,dvd:5848
sum:3680411,dvd:4013
sum:3691995,dvd:11584
sum:3741747,dvd:49752
sum:3769634,dvd:27887
sum:3901678,dvd:132044
sum:3936729,dvd:35051
sum:3963034,dvd:26305
sum:3999839,dvd:36805
sum:4005209,dvd:5370
sum:4006239,dvd:1030
sum:4112714,dvd:106475
sum:4165281,dvd:52567
sum:4169712,dvd:4431
