sum:2915839,dvd:0
sum:3656954,dvd:741115
sum:3776916,dvd:119962
sum:4150304,dvd:373388
sum:4407846,dvd:257542
sum:4523667,dvd:115821
sum:5937636,dvd:1413969
sum:6371158,dvd:433522
sum:6490489,dvd:119331
sum:6687093,dvd:196604
sum:6832364,dvd:145271
sum:7736031,dvd:903667
sum:9701446,dvd:1965415
sum:9891510,dvd:190064
sum:10258722,dvd:367212
sum:10369940,dvd:111218
sum:10538925,dvd:168985
sum:12432352,dvd:1893427
sum:12515697,dvd:83345
sum:12603288,dvd:87591
sum:12647724,dvd:44436
sum:12668863,dvd:21139
sum:12794673,dvd:125810
sum:13225846,dvd:431173
sum:13649428,dvd:423582
sum:15469447,dvd:1820019
sum:16351280,dvd:881833
sum:16954838,dvd:603558
sum:18099255,dvd:1144417
sum:18500442,dvd:401187
sum:18523478,dvd:23036
sum:19091610,dvd:568132
sum:19422586,dvd:330976
sum:20063979,dvd:641393
sum:20694435,dvd:630456
sum:21526068,dvd:831633
sum:21943363,dvd:417295
sum:22069072,dvd:125709
sum:23664303,dvd:1595231
sum:23791803,dvd:127500
sum:24118198,dvd:326395
sum:24240563,dvd:122365
sum:25688864,dvd:1448301
sum:25854388,dvd:165524
sum:26148818,dvd:294430
sum:27161313,dvd:1012495
sum:27924539,dvd:763226
sum:28122950,dvd:198411
sum:28817809,dvd:694859
sum:28878907,dvd:61098
sum:28885120,dvd:6213
sum:29000533,dvd:115413
sum:31033580,dvd:2033047
sum:32375626,dvd:1342046
sum:33194358,dvd:818732
sum:34443276,dvd:1248918
sum:35445827,dvd:1002551
sum:35525146,dvd:79319
sum:35798957,dvd:273811
sum:35932096,dvd:133139
sum:36373956,dvd:441860
sum:36413796,dvd:39840
sum:37214078,dvd:800282
sum:37430755,dvd:216677
sum:37561908,dvd:131153
sum:37762595,dvd:200687
sum:38647740,dvd:885145
sum:40822448,dvd:2174708
sum:41790735,dvd:968287
sum:43658373,dvd:1867638
sum:43719174,dvd:60801
sum:44141480,dvd:422306
sum:44726071,dvd:584591
sum:45347952,dvd:621881
sum:45531716,dvd:183764
sum:45669884,dvd:138168
sum:45746778,dvd:76894
sum:47406923,dvd:1660145
sum:48208561,dvd:801638
sum:48602850,dvd:394289
sum:48849516,dvd:246666
sum:48966391,dvd:116875
sum:50370836,dvd:1404445
sum:51082496,dvd:711660
sum:51380064,dvd:297568
sum:51811182,dvd:431118
sum:52068931,dvd:257749
sum:52406259,dvd:337328
sum:52631790,dvd:225531
sum:52769588,dvd:137798
sum:53349519,dvd:579931
sum:54728164,dvd:1378645
sum:56342251,dvd:1614087
sum:57872461,dvd:1530210
sum:58677132,dvd:804671
sum:58723765,dvd:46633
sum:59317793,dvd:594028
sum:59600288,dvd:282495
sum:59813924,dvd:213636
sum:60132177,dvd:318253
sum:60245597,dvd:113420
sum:60390778,dvd:145181
sum:61060721,dvd:669943
sum:61520711,dvd:459990
sum:61562364,dvd:41653
sum:61881968,dvd:319604
sum:61907428,dvd:25460
sum:61960825,dvd:53397
sum:62097915,dvd:137090
sum:62414520,dvd:316605
sum:62902893,dvd:488373
sum:62946924,dvd:44031
sum:64232213,dvd:1285289
sum:64306524,dvd:74311
sum:65179313,dvd:872789
sum:65545312,dvd:365999
sum:68185915,dvd:2640603
sum:68425850,dvd:239935
sum:69019428,dvd:593578
sum:69934260,dvd:914832
sum:71574774,dvd:1640514
sum:71728275,dvd:153501
sum:72503863,dvd:775588
sum:73380486,dvd:876623
sum:75346892,dvd:1966406
sum:75722167,dvd:375275
sum:75736472,dvd:14305
sum:76946789,dvd:1210317
sum:77411290,dvd:464501
sum:77839818,dvd:428528
sum:78845126,dvd:1005308
sum:79317260,dvd:472134
sum:79740544,dvd:423284
sum:80023006,dvd:282462
sum:80293325,dvd:270319
sum:81286050,dvd:992725
sum:81294747,dvd:8697
sum:82588150,dvd:1293403
sum:82650671,dvd:62521
sum:83186428,dvd:535757
sum:83365362,dvd:178934
sum:83397216,dvd:31854
sum:84104209,dvd:706993
sum:85987136,dvd:1882927
sum:87794195,dvd:1807059
sum:88032505,dvd:238310
sum:88105520,dvd:73015
sum:88303573,dvd:198053
sum:88315103,dvd:11530
sum:88967041,dvd:651938
sum:91008816,dvd:2041775
sum:91153218,dvd:144402
sum:91661124,dvd:507906
sum:92255322,dvd:594198
sum:92304633,dvd:49311
sum:92569565,dvd:264932
sum:92928034,dvd:358469
sum:93400063,dvd:472029
sum:93571773,dvd:171710
sum:93732357,dvd:160584
sum:93998722,dvd:266365
sum:94276486,dvd:277764
sum:95793470,dvd:1516984
sum:96743102,dvd:949632
sum:97122239,dvd:379137
sum:97642937,dvd:520698
sum:99642448,dvd:1999511
